A_llm,A_var,B_llm,B_var,k,p,RBO,Spearman,KendallTau,AvgOverlap_k,Jaccard_k
deepseek,v,gpt,c,10,0.9,0.23541639942571427,,,0.2928968253968254,1.0
deepseek,v,gpt,t,10,0.9,0.23541639942571427,,,0.2928968253968254,1.0
deepseek,v,gpt,v,10,0.9,0.23541639942571427,,,0.2928968253968254,1.0
deepseek,v,mistral,c,10,0.9,0.23541639942571427,,,0.2928968253968254,1.0
deepseek,v,mistral,t,10,0.9,0.23541639942571427,,,0.2928968253968254,1.0
deepseek,v,mistral,v,10,0.9,0.23541639942571427,,,0.2928968253968254,1.0
gemini,c,gemini,t,10,0.9,0.23541639942571427,,,0.2928968253968254,1.0
gemini,c,gemini,v,10,0.9,0.23541639942571427,,,0.2928968253968254,1.0
gemini,c,gpt,c,10,0.9,0.23541639942571427,,,0.2928968253968254,1.0
gemini,c,gpt,t,10,0.9,0.23541639942571427,,,0.2928968253968254,1.0
gemini,c,gpt,v,10,0.9,0.23541639942571427,,,0.2928968253968254,1.0
gemini,c,mistral,c,10,0.9,0.23541639942571427,,,0.2928968253968254,1.0
gemini,c,mistral,t,10,0.9,0.23541639942571427,,,0.2928968253968254,1.0
gemini,c,mistral,v,10,0.9,0.23541639942571427,,,0.2928968253968254,1.0
gemini,t,gemini,v,10,0.9,0.23541639942571427,,,0.2928968253968254,1.0
gemini,t,gpt,c,10,0.9,0.23541639942571427,,,0.2928968253968254,1.0
gemini,t,gpt,t,10,0.9,0.23541639942571427,,,0.2928968253968254,1.0
gemini,t,gpt,v,10,0.9,0.23541639942571427,,,0.2928968253968254,1.0
gemini,t,mistral,c,10,0.9,0.23541639942571427,,,0.2928968253968254,1.0
gemini,t,mistral,t,10,0.9,0.23541639942571427,,,0.2928968253968254,1.0
gemini,t,mistral,v,10,0.9,0.23541639942571427,,,0.2928968253968254,1.0
gemini,v,gpt,c,10,0.9,0.23541639942571427,,,0.2928968253968254,1.0
gemini,v,gpt,t,10,0.9,0.23541639942571427,,,0.2928968253968254,1.0
gemini,v,gpt,v,10,0.9,0.23541639942571427,,,0.2928968253968254,1.0
gemini,v,mistral,c,10,0.9,0.23541639942571427,,,0.2928968253968254,1.0
gemini,v,mistral,t,10,0.9,0.23541639942571427,,,0.2928968253968254,1.0
gemini,v,mistral,v,10,0.9,0.23541639942571427,,,0.2928968253968254,1.0
gpt,c,gpt,t,10,0.9,0.23541639942571427,,,0.2928968253968254,1.0
gpt,c,gpt,v,10,0.9,0.23541639942571427,,,0.2928968253968254,1.0
gpt,c,mistral,c,10,0.9,0.23541639942571427,,,0.2928968253968254,1.0
gpt,c,mistral,t,10,0.9,0.23541639942571427,,,0.2928968253968254,1.0
gpt,c,mistral,v,10,0.9,0.23541639942571427,,,0.2928968253968254,1.0
gpt,t,gpt,v,10,0.9,0.23541639942571427,,,0.2928968253968254,1.0
gpt,t,mistral,c,10,0.9,0.23541639942571427,,,0.2928968253968254,1.0
gpt,t,mistral,t,10,0.9,0.23541639942571427,,,0.2928968253968254,1.0
gpt,t,mistral,v,10,0.9,0.23541639942571427,,,0.2928968253968254,1.0
gpt,v,mistral,c,10,0.9,0.23541639942571427,,,0.2928968253968254,1.0
gpt,v,mistral,t,10,0.9,0.23541639942571427,,,0.2928968253968254,1.0
gpt,v,mistral,v,10,0.9,0.23541639942571427,,,0.2928968253968254,1.0
mistral,c,mistral,t,10,0.9,0.23541639942571427,,,0.2928968253968254,1.0
mistral,c,mistral,v,10,0.9,0.23541639942571427,,,0.2928968253968254,1.0
mistral,t,mistral,v,10,0.9,0.23541639942571427,,,0.2928968253968254,1.0
