"query","mode","llm","variant","service_id","rank","relevance_pct","name","docs_url","api_base","ifs","support_verified","fca","error_handling_verified","auth_verified","reliability_verified","versioning_verified","scored_utc","sdas","pricing_verified","constraints_verified","code_samples_verified","ssi","integration_support_verified","required_keys_verified","best_probe_method","best_probe_status","best_probe_latency_ms","best_probe_bytes"
"health_v1","nonrag","gpt","t","nutritionix__natural_exercise","1","99.5","Nutritionix â€” Natural Language Exercise","https://developer.nutritionix.com/docs/v2","https://trackapi.nutritionix.com","0.25","False","0.6","False","True","False","False","2025-10-28T22:22:15Z","0.345","True","False","False","0","False","True","GET","404","108","158"
"health_v1","nonrag","gpt","t","nutritionix__natural_nutrients","2","98.8","Nutritionix â€” Natural Language Nutrition","https://developer.nutritionix.com/docs/v2","https://trackapi.nutritionix.com","0.25","False","0.6","False","True","False","False","2025-10-28T22:22:15Z","0.345","True","False","False","0","False","True","GET","404","109","158"
"health_v1","nonrag","gpt","t","api_ninjas__calories_burned","3","97.9","API Ninjas â€” Calories Burned","https://api-ninjas.com/api/caloriesburned","https://api.api-ninjas.com","0.25","False","0.6","False","True","False","False","2025-10-28T22:22:12Z","0.345","True","False","False","0","False","True","GET","400","81","29"
"health_v1","nonrag","gpt","t","api_ninjas__nutrition","4","96.8","API Ninjas â€” Nutrition","https://api-ninjas.com/api/nutrition","https://api.api-ninjas.com","0.25","False","0.6","False","True","False","False","2025-10-28T22:22:12Z","0.345","True","False","False","0","False","True","GET","400","127","29"
"health_v1","nonrag","gpt","t","edamam__nutrition_data","5","95.7","Edamam â€” Nutrition Data API","https://developer.edamam.com/edamam-nutrition-api","https://api.edamam.com","0.25","False","0.8","False","True","False","False","2025-10-28T22:22:13Z","0.435","True","False","False","0","False","True","GET","401","248","-1"
"health_v1","nonrag","gpt","t","calorieninjas__nutrition","6","94.6","CalorieNinjas â€” Nutrition API","https://calorieninjas.com/api","https://api.calorieninjas.com","0.25","False","0.5","False","True","False","False","2025-10-28T22:22:13Z","0.3","True","False","False","0","False","True","GET","502","102","36"
"health_v1","nonrag","gpt","t","usda_fdc__foods_search","7","93.4","USDA FoodData Central â€” Foods Search","https://fdc.nal.usda.gov/api-guide.html","https://api.nal.usda.gov","0.25","False","0.8","False","True","False","False","2025-10-28T22:22:16Z","0.435","True","False","False","0","False","True","GET","403","87","-1"
"health_v1","nonrag","gpt","t","spoonacular__nutrition","8","92.3","Spoonacular â€” Parse Ingredients (Nutrition)","https://spoonacular.com/food-api/docs","https://api.spoonacular.com","0.25","False","0.8","False","True","False","False","2025-10-28T22:22:16Z","0.435","True","False","False","0","False","True","GET","401","197","-1"
"health_v1","nonrag","gpt","t","strava__athlete_activities","9","91.2","Strava â€” List Athlete Activities","https://developers.strava.com/docs/reference/#api-Activities-getLoggedInAthleteActivities","https://www.strava.com","0.25","False","0.8","False","True","False","False","2025-10-28T22:22:16Z","0.435","True","False","False","0","False","True","GET","401","109","-1"
"health_v1","nonrag","gpt","t","wger__nutrition_diary","10","90.1","wger â€” Nutrition Diary (Foods & Calories)","https://wger.de/en/software/api","https://wger.de","0.25","False","0.8","False","True","False","False","2025-10-28T22:22:16Z","0.435","True","False","False","0","False","True","GET","403","580","58"
"health_v1","nonrag","mistral","t","fitbit__web_api","1","98.5","Fitbit Web API","https://dev.fitbit.com/build/reference/web-api/","https://api.fitbit.com","0.25","False","0.64","False","True","False","False","2025-10-28T22:22:13Z","0.363","True","False","False","0","False","False","GET","401","57","-1"
"health_v1","nonrag","mistral","t","nutritionix__api","2","95","Nutritionix API","https://www.nutritionix.com/business/api","https://api.nutritionix.com","0.25","False","0.64","False","True","False","False","2025-10-28T22:22:15Z","0.363","True","False","False","0","False","False","OPTIONS","ERR","0",
"health_v1","nonrag","mistral","t","fatsecret__platform_api","3","90.5","FatSecret Platform API","http://platform.fatsecret.com/api","https://platform.fatsecret.com","0.25","False","0.8","False","True","False","False","2025-10-28T22:22:13Z","0.435","True","False","False","0","False","False","GET","200","94","334"
"health_v1","nonrag","mistral","t","google__fit_api","4","88","Google Fit API","https://developers.google.com/fit","https://www.googleapis.com","0.25","False","0.8","False","True","False","False","2025-10-28T22:22:14Z","0.435","True","False","False","0","False","True","GET","401","68","-1"
"health_v1","nonrag","mistral","t","fitnessyncer__api","5","85.5","FitnessSyncer API","https://www.fitnesssyncer.com/api/documentation.html","https://api.fitnesssyncer.com","0.25","False","0.6","False","True","False","False","2025-10-28T22:22:13Z","0.345","True","False","False","0","False","True","GET","400","293","42"
"health_v1","nonrag","mistral","t","strava__api","6","83","Strava API","https://developers.strava.com/docs/reference/","https://www.strava.com/api/v3","0.25","False","0.8","False","True","False","False","2025-10-28T22:22:16Z","0.435","True","False","False","0","False","True","GET","404","105","-1"
"health_v1","nonrag","mistral","t","garmin__health_api","7","80.5","Garmin Health API","https://developer.garmin.com/gc-developer-program/health-api/","https://healthapi.garmin.com","0.25","False","0.6","False","True","False","False","2025-10-28T22:22:14Z","0.345","True","False","False","0","False","True","GET","404","105","204"
"health_v1","nonrag","mistral","t","under_armour__api","8","78","Under Armour API","https://developer.underarmour.com/docs/","https://api.ua.com","0.25","False","0","False","True","False","False","2025-10-28T22:22:16Z","0.075","True","False","False","0","False","True","OPTIONS","ERR","0",
"health_v1","nonrag","mistral","t","usda__fooddata_central_api","9","75.5","FoodData Central API","https://fdc.nal.usda.gov/api-guide.html","https://api.nal.usda.gov","0.25","False","0.8","False","True","False","False","2025-10-28T22:22:16Z","0.435","True","False","False","0","False","True","GET","403","118","-1"
"health_v1","nonrag","mistral","t","wger__workout_manager_api","10","73","wger Workout Manager API","https://wger.de/en/software/api","https://wger.de/api/v2","0.25","False","1","False","True","False","False","2025-10-28T22:22:16Z","0.525","True","False","False","0","False","True","GET","200","567","5375"
