"query","mode","llm","variant","service_id","rank","relevance_pct","name","docs_url","api_base","error_handling_verified","ifs","fca","support_verified","auth_verified","reliability_verified","versioning_verified","scored_utc","sdas","pricing_verified","code_samples_verified","constraints_verified","integration_support_verified","required_keys_verified","ssi","best_probe_method","best_probe_status","best_probe_latency_ms","best_probe_bytes","vendor","task","canonical_id"
"geocoding_v1","nonrag","deepseek","v","google__geocoding_api","1","100","Google Geocoding API","https://developers.google.com/maps/documentation/geocoding/overview","https://maps.googleapis.com","False","0.25","0.6","False","True","False","False","2025-10-28T22:17:40Z","0.345","True","False","False","False","True","0","GET","400","26","166","google","unknown","google__unknown"
"geocoding_v1","nonrag","deepseek","v","bingmaps__locations","2","97","Bing Maps Locations API","https://docs.microsoft.com/en-us/bingmaps/rest-services/locations/","https://dev.virtualearth.net","False","0.25","0.64","False","True","False","False","2025-10-28T22:17:39Z","0.363","True","False","False","False","False","0","GET","401","47","654","azure","unknown","azure__unknown"
"geocoding_v1","nonrag","gemini","c","google__maps_geocoding_api","1","100","Google Maps Geocoding API","https://developers.google.com/maps/documentation/geocoding/requests-geocoding","https://maps.googleapis.com","False","0.25","0.48","False","True","False","False","2025-10-28T22:17:40Z","0.291","True","False","False","False","False","0","GET","400","28","166","google","unknown","google__unknown"
"geocoding_v1","nonrag","gemini","c","bing__maps_locations_v1","2","90","Bing Maps Locations API","https://learn.microsoft.com/en-us/bingmaps/rest-services/locations/","https://dev.virtualearth.net","False","0.25","0.64","False","True","False","False","2025-10-28T22:17:39Z","0.363","True","False","False","False","False","0","GET","401","32","654","azure","unknown","azure__unknown"
"geocoding_v1","nonrag","gemini","t","google_maps_geocoding","1","100","Google Maps Geocoding API","https://developers.google.com/maps/documentation/geocoding/overview","https://maps.googleapis.com","False","0.25","0.6","False","True","False","False","2025-10-28T22:17:40Z","0.345","True","False","False","False","True","0","GET","404","23","1573","google","unknown","google__unknown"
"geocoding_v1","nonrag","gemini","v","google__geocoding","1","100","Google Maps Geocoding API","https://developers.google.com/maps/documentation/geocoding/overview","https://maps.googleapis.com","False","0.25","0.6","False","True","False","False","2025-10-28T22:17:40Z","0.345","True","False","False","False","True","0","GET","404","26","1565","google","unknown","google__unknown"
"geocoding_v1","nonrag","gpt","c","google__geocoding_forward_reverse","1","100","Google Maps Geocoding API (Forward & Reverse)","https://developers.google.com/maps/documentation/geocoding/overview","https://maps.googleapis.com","False","0.25","0.6","False","True","False","False","2025-10-28T22:17:40Z","0.345","True","False","False","False","True","0","GET","400","33","166","google","unknown","google__unknown"
"geocoding_v1","nonrag","gpt","c","bing__maps_locations","2","96","Bing Maps Locations API (Geocoding & Reverse)","https://learn.microsoft.com/bingmaps/rest-services/locations/","https://dev.virtualearth.net","False","0.25","0.8","False","True","False","False","2025-10-28T22:17:39Z","0.435","True","False","False","False","True","0","GET","401","80","654","azure","unknown","azure__unknown"
"geocoding_v1","nonrag","gpt","t","google_geocoding","1","99.4","Google Maps Geocoding API","https://developers.google.com/maps/documentation/geocoding/overview","https://maps.googleapis.com","False","0.25","0.48","False","True","False","False","2025-10-28T22:17:40Z","0.291","True","False","False","False","False","0","GET","400","42","166","google","unknown","google__unknown"
"geocoding_v1","nonrag","gpt","t","bing_maps_locations","2","89.5","Bing Maps Locations API","https://learn.microsoft.com/bingmaps/rest-services/locations/","https://dev.virtualearth.net","False","0.25","0.64","False","True","False","False","2025-10-28T22:17:39Z","0.363","True","False","False","False","False","0","GET","401","31","654","azure","unknown","azure__unknown"
"geocoding_v1","nonrag","gpt","v","google__geocoding","1","99.9","Google Maps Geocoding API","https://developers.google.com/maps/documentation/geocoding/requests-geocoding","https://maps.googleapis.com/maps/api/geocode","False","0.25","0.6","False","True","False","False","2025-10-28T22:17:40Z","0.345","True","False","False","False","True","0","GET","400","23","123","google","unknown","google__unknown"
"geocoding_v1","nonrag","gpt","v","bing__locations","2","97.2","Bing Maps Locations API (Geocoding)","https://learn.microsoft.com/en-us/bingmaps/rest-services/locations/","https://dev.virtualearth.net/REST/v1/Locations","False","0.25","0.8","False","True","False","False","2025-10-28T22:17:39Z","0.435","True","False","False","False","True","0","GET","401","25","659","azure","unknown","azure__unknown"
"geocoding_v1","nonrag","mistral","c","google__geocoding_api","1","100","Google Maps Geocoding API","https://developers.google.com/maps/documentation/geocoding/overview","https://maps.googleapis.com/maps/api/geocode","False","0.25","0.6","False","True","False","False","2025-10-28T22:17:40Z","0.345","True","False","False","False","True","0","GET","404","34","1599","google","unknown","google__unknown"
"geocoding_v1","nonrag","mistral","t","google-maps-geocoding","1","95","Google Maps Geocoding API","https://developers.google.com/maps/documentation/geocoding/overview","https://maps.googleapis.com/maps/api/geocode/json","False","0.25","0.6","False","True","False","False","2025-10-28T22:17:40Z","0.345","True","False","False","False","True","0","GET","404","33","1604","google","unknown","google__unknown"
"geocoding_v1","nonrag","mistral","v","google__maps_geocoding","1","95","Google Maps Geocoding API","https://developers.google.com/maps/documentation/geocoding/overview","https://maps.googleapis.com","False","0.25","0.6","False","True","False","False","2025-10-28T22:17:40Z","0.345","True","False","False","False","True","0","GET","404","26","1573","google","unknown","google__unknown"
