"query","mode","llm","variant","service_id","rank","relevance_pct","name","docs_url","api_base","error_handling_verified","ifs","fca","support_verified","auth_verified","reliability_verified","versioning_verified","scored_utc","sdas","pricing_verified","code_samples_verified","constraints_verified","integration_support_verified","required_keys_verified","ssi","best_probe_method","best_probe_status","best_probe_latency_ms","best_probe_bytes","vendor","task","canonical_id"
"imageclassification_v1","nonrag","deepseek","c","google_cloud__vision_object-detection","1","99.3","Google Cloud Vision API - Object Detection","https://cloud.google.com/vision/docs/object-localization","https://vision.googleapis.com","False","0.25","0.6","False","True","False","False","2025-10-28T22:26:23Z","0.345","True","False","False","False","True","0","GET","404","29","1579","google","unknown","google__unknown"
"imageclassification_v1","nonrag","deepseek","c","microsoft_azure__computervision_analyze","2","97.8","Azure Computer Vision - Analyze Image","https://learn.microsoft.com/en-us/azure/ai-services/computer-vision/how-to/call-analyze-image","https://YOUR_RESOURCE_NAME.cognitiveservices.azure.com","False","0.25","0","False","True","False","False","2025-10-28T22:26:24Z","0.075","True","False","False","False","True","0","GET","ERR","2","","azure","unknown","azure__unknown"
"imageclassification_v1","nonrag","deepseek","c","aws__rekognition_detect-labels","3","95.6","Amazon Rekognition - Detect Labels","https://docs.aws.amazon.com/rekognition/latest/dg/API_DetectLabels.html","https://rekognition.us-east-1.amazonaws.com","False","0.25","0.6","False","True","False","False","2025-10-28T22:26:22Z","0.345","True","False","False","False","True","0","GET","404","86","29","aws","unknown","aws__unknown"
"imageclassification_v1","nonrag","deepseek","c","clarifai__models_predict","4","92.4","Clarifai General Image Recognition","https://docs.clarifai.com/api-guide/predict/images/","https://api.clarifai.com","False","0.25","0.48","False","True","False","False","2025-10-28T22:26:23Z","0.291","True","False","False","False","False","0","GET","405","99","91","unknown","image_classification","unknown__image_classification"
"imageclassification_v1","nonrag","deepseek","c","huggingface__image-classification","5","89.1","Hugging Face Inference API - Image Classification","https://huggingface.co/docs/api-inference/detailed_parameters#image-classification-task","https://api-inference.huggingface.co","False","0.25","0.8","False","True","False","False","2025-10-28T22:26:24Z","0.435","True","False","False","False","True","0","GET","401","104","22407","huggingface","image_classification","huggingface__image_classification"
"imageclassification_v1","nonrag","deepseek","c","ibm_watson__visual-recognition_classify","6","82.3","IBM Watson Visual Recognition - Classify","https://cloud.ibm.com/apidocs/visual-recognition/visual-recognition-v3#classify","https://api.us-south.visual-recognition.watson.cloud.ibm.com","False","0.25","0","False","True","False","False","2025-10-28T22:26:24Z","0.075","True","False","False","False","True","0","OPTIONS","ERR","1","","ibm","unknown","ibm__unknown"
"imageclassification_v1","nonrag","deepseek","t","google-vision-label","1","99.7","Google Cloud Vision API - Label Detection","https://cloud.google.com/vision/docs/labels","https://vision.googleapis.com","False","0.25","0.6","False","True","False","False","2025-10-28T22:26:23Z","0.345","True","False","False","False","True","0","GET","404","27","1579","google","unknown","google__unknown"
"imageclassification_v1","nonrag","deepseek","t","aws-rekognition-labels","2","98.4","Amazon Rekognition - Label Detection","https://docs.aws.amazon.com/rekognition/latest/dg/labels-detect-labels-image.html","https://rekognition.{region}.amazonaws.com","False","0.25","0","False","True","False","False","2025-10-28T22:26:22Z","0.075","True","False","False","False","True","0","OPTIONS","ERR","1","","aws","unknown","aws__unknown"
"imageclassification_v1","nonrag","deepseek","t","clarifai-general","3","97.1","Clarifai General Image Recognition","https://docs.clarifai.com/api-guide/predict/images/","https://api.clarifai.com","False","0.25","0.48","False","True","False","False","2025-10-28T22:26:22Z","0.291","True","False","False","False","False","0","GET","405","93","91","unknown","image_classification","unknown__image_classification"
"imageclassification_v1","nonrag","deepseek","t","microsoft-computer-vision","4","95.8","Microsoft Azure Computer Vision - Tagging","https://learn.microsoft.com/en-us/azure/ai-services/computer-vision/how-to/call-tag-image","https://{endpoint}/vision/v3.2","False","0.25","0","False","True","False","False","2025-10-28T22:26:24Z","0.075","True","False","False","False","True","0","HEAD","ERR","0","","azure","unknown","azure__unknown"
"imageclassification_v1","nonrag","deepseek","t","huggingface-image","5","94.2","Hugging Face Inference API - Image Classification","https://huggingface.co/docs/api-inference/detailed_parameters#image-classification-task","https://api-inference.huggingface.com","False","0.25","0.8","False","True","False","False","2025-10-28T22:26:24Z","0.435","True","False","False","False","True","0","GET","401","192","22407","huggingface","image_classification","huggingface__image_classification"
"imageclassification_v1","nonrag","deepseek","t","ibm-watson-visual","6","90.9","IBM Watson Visual Recognition - Classification","https://cloud.ibm.com/apidocs/visual-recognition/visual-recognition-v3#classify","https://api.us-south.visual-recognition.watson.cloud.ibm.com","False","0.25","0","False","True","False","False","2025-10-28T22:26:24Z","0.075","True","False","False","False","True","0","OPTIONS","ERR","1","","ibm","unknown","ibm__unknown"
"imageclassification_v1","nonrag","deepseek","v","google__vision_classify","1","100","Google Cloud Vision Image Classification","https://cloud.google.com/vision/docs/object-localization","https://vision.googleapis.com","False","0.25","0.6","False","True","False","False","2025-10-28T22:26:23Z","0.345","True","False","False","False","True","0","GET","404","29","1579","google","image_classification","google__image_classification"
"imageclassification_v1","nonrag","deepseek","v","aws__rekognition_detect","2","99.5","AWS Rekognition Object Detection","https://docs.aws.amazon.com/rekognition/latest/dg/API_DetectLabels.html","https://rekognition.us-east-1.amazonaws.com","False","0.25","0.6","False","True","False","False","2025-10-28T22:26:22Z","0.345","True","False","False","False","True","0","GET","404","89","29","aws","unknown","aws__unknown"
"imageclassification_v1","nonrag","deepseek","v","microsoft__vision_analyze","3","99","Azure Computer Vision Image Analysis","https://learn.microsoft.com/en-us/azure/cognitive-services/computer-vision/how-to/call-analyze-image","https://{endpoint}/vision/v3.2","False","0.25","0","False","True","False","False","2025-10-28T22:26:24Z","0.075","True","False","False","False","True","0","OPTIONS","ERR","1","","azure","unknown","azure__unknown"
"imageclassification_v1","nonrag","deepseek","v","clarifai__models_predict","4","98.5","Clarifai General Image Recognition","https://docs.clarifai.com/api-guide/predict/images","https://api.clarifai.com","False","0.25","0.48","False","True","False","False","2025-10-28T22:26:23Z","0.291","True","False","False","False","False","0","GET","405","84","91","unknown","image_classification","unknown__image_classification"
"imageclassification_v1","nonrag","deepseek","v","ibm__watson_classify","5","98","IBM Watson Visual Recognition","https://cloud.ibm.com/apidocs/visual-recognition/visual-recognition-v3","https://api.us-south.visual-recognition.watson.cloud.ibm.com","False","0.25","0","False","True","False","False","2025-10-28T22:26:24Z","0.075","True","False","False","False","True","0","OPTIONS","ERR","1","","ibm","unknown","ibm__unknown"
"imageclassification_v1","nonrag","deepseek","v","huggingface_inference_api","6","97.5","Hugging Face Inference API for Image Classification","https://huggingface.co/docs/api-inference/detailed_parameters#image-classification-task","https://api-inference.huggingface.co","False","0.25","0.8","False","True","False","False","2025-10-28T22:26:24Z","0.435","True","False","False","False","True","0","GET","401","104","22447","huggingface","image_classification","huggingface__image_classification"
"imageclassification_v1","nonrag","gemini","c","google__vision_ai_annotate_labels","1","100","Google Cloud Vision AI","https://cloud.google.com/vision/docs/labels","https://vision.googleapis.com","False","0.25","0.48","False","True","False","False","2025-10-28T22:26:23Z","0.291","True","False","False","False","False","0","GET","404","34","1579","google","unknown","google__unknown"
"imageclassification_v1","nonrag","gemini","c","aws__rekognition_detect_labels","2","100","Amazon Rekognition","https://docs.aws.amazon.com/rekognition/latest/dg/API_DetectLabels.html","https://rekognition.us-east-1.amazonaws.com","False","0.25","0.6","False","True","False","False","2025-10-28T22:26:22Z","0.345","True","False","False","False","True","0","GET","404","85","29","aws","unknown","aws__unknown"
"imageclassification_v1","nonrag","gemini","c","azure__cognitive_vision_analyze_objects","3","100","Azure Cognitive Services - Vision","https://learn.microsoft.com/en-us/rest/api/computervision/analyze-image/analyze-image","https://YOUR-RESOURCE.cognitiveservices.azure.com","False","0.25","0","False","True","False","False","2025-10-28T22:26:22Z","0.075","True","False","False","False","False","0","OPTIONS","ERR","0","","azure","unknown","azure__unknown"
"imageclassification_v1","nonrag","gemini","c","rapidapi__image_classification1","4","95","Image Classification (by scientific-algorithm)","https://rapidapi.com/scientific-algorithm-scientific-algorithm-default/api/image-classification1","https://image-classification1.p.rapidapi.com","False","0.25","0.48","False","True","False","False","2025-10-28T22:26:25Z","0.291","True","False","False","False","False","0","GET","429","38","-1","rapidapi","image_classification","rapidapi__image_classification"
"imageclassification_v1","nonrag","gemini","c","rapidapi__object_detection_api_detect","5","95","Object Detection (by object-detection-api)","https://rapidapi.com/object-detection-api/api/object-detection","https://object-detection-api.p.rapidapi.com","False","0.25","0.48","False","True","False","False","2025-10-28T22:26:25Z","0.291","True","False","False","False","False","0","GET","429","60","-1","rapidapi","unknown","rapidapi__unknown"
"imageclassification_v1","nonrag","gemini","t","google_vision_ai","1","100","Google Cloud Vision API","https://cloud.google.com/vision/docs/labels","https://vision.googleapis.com","False","0.25","0.48","False","True","False","False","2025-10-28T22:26:23Z","0.291","True","False","False","False","False","0","GET","404","66","1579","google","unknown","google__unknown"
"imageclassification_v1","nonrag","gemini","t","aws_rekognition","2","100","Amazon Rekognition","https://docs.aws.amazon.com/rekognition/latest/APIReference/API_DetectLabels.html","https://rekognition.[region].amazonaws.com","False","0.25","0","False","True","False","False","2025-10-28T22:26:22Z","0.075","True","False","False","False","False","0","GET","ERR","0","","aws","unknown","aws__unknown"
"imageclassification_v1","nonrag","gemini","t","azure_ai_vision","3","100","Azure AI Vision","https://learn.microsoft.com/en-us/azure/ai-services/computer-vision/concept-tagging-images","https://[your-resource-name].cognitiveservices.azure.com","False","0.25","0","False","True","False","False","2025-10-28T22:26:22Z","0.075","True","False","False","False","False","0","GET","ERR","0","","azure","unknown","azure__unknown"
"imageclassification_v1","nonrag","gemini","t","clarifai_general","4","100","Clarifai General Image Recognition","https://docs.clarifai.com/compute/inference/advanced/","https://api.clarifai.com","False","0.25","0.48","False","True","False","False","2025-10-28T22:26:22Z","0.291","True","False","False","False","False","0","GET","405","92","91","unknown","image_classification","unknown__image_classification"
"imageclassification_v1","nonrag","gemini","t","huggingface_inference","5","100","Hugging Face Inference API","https://huggingface.co/docs/inference-providers/tasks/image-classification","https://api-inference.huggingface.co","False","0.25","0.64","False","True","False","False","2025-10-28T22:26:24Z","0.363","True","False","False","False","False","0","GET","401","96","22433","huggingface","unknown","huggingface__unknown"
"imageclassification_v1","nonrag","gemini","t","rapidapi_label_image","6","100","Label Image (RapidAPI by AI Engine)","https://rapidapi.com/ai-engine-ai-engine-default/api/label-image","https://label-image.p.rapidapi.com","False","0.25","0.48","False","True","False","False","2025-10-28T22:26:25Z","0.291","True","False","False","False","False","0","GET","429","30","-1","rapidapi","unknown","rapidapi__unknown"
"imageclassification_v1","nonrag","gemini","t","rapidapi_image_classification","7","100","Image Classification (RapidAPI by Scientific Algorithm)","https://rapidapi.com/scientific-algorithm-scientific-algorithm-default/api/image-classification1","https://image-classification1.p.rapidapi.com","False","0.25","0.48","False","True","False","False","2025-10-28T22:26:25Z","0.291","True","False","False","False","False","0","GET","429","118","-1","rapidapi","image_classification","rapidapi__image_classification"
"imageclassification_v1","nonrag","gemini","v","google__vision_label","1","100","Google Cloud Vision API - Label Detection","https://cloud.google.com/vision/docs/labels","https://vision.googleapis.com","False","0.25","0.48","False","True","False","False","2025-10-28T22:26:23Z","0.291","True","False","False","False","False","0","GET","404","31","1579","google","unknown","google__unknown"
"imageclassification_v1","nonrag","gemini","v","aws__rekognition_labels","2","100","Amazon Rekognition - DetectLabels","https://docs.aws.amazon.com/rekognition/latest/dg/labels-detect-labels-image.html","https://rekognition.{REGION}.amazonaws.com","False","0.25","0","False","True","False","False","2025-10-28T22:26:22Z","0.075","True","False","False","False","True","0","GET","ERR","0","","aws","unknown","aws__unknown"
"imageclassification_v1","nonrag","gemini","v","azure__computervision_tags","3","100","Azure AI Vision - Image Analysis (Tags)","https://learn.microsoft.com/en-us/azure/ai-services/computer-vision/concept-tagging-images","https://{ENDPOINT}.cognitiveservices.azure.com/","False","0.25","0","False","True","False","False","2025-10-28T22:26:22Z","0.075","True","False","False","False","False","0","GET","ERR","0","","azure","unknown","azure__unknown"
"imageclassification_v1","nonrag","gemini","v","hf_inference_api__image_classify","4","100","Hugging Face Inference API - Image Classification","https://huggingface.co/docs/inference-endpoints/supported_tasks#image-classification","https://api-inference.huggingface.co","False","0.25","0.8","False","True","False","False","2025-10-28T22:26:24Z","0.435","True","False","False","False","True","0","GET","401","126","22381","huggingface","image_classification","huggingface__image_classification"
"imageclassification_v1","nonrag","gemini","v","nyckel__image_classify","5","100","Nyckel Image Classification API","https://www.nyckel.com/docs/classification-quickstart","https://www.nyckel.com","False","0.25","0.5","False","True","False","False","2025-10-28T22:26:24Z","0.3","True","False","False","False","True","0","GET","415","65","-1","unknown","image_classification","unknown__image_classification"
"imageclassification_v1","nonrag","gpt","c","google__vision_label-detection","1","99.9","Google Cloud Vision API â€” Label Detection","https://cloud.google.com/vision/docs/labels","https://vision.googleapis.com","False","0.25","0.6","False","True","False","False","2025-10-28T22:26:23Z","0.345","True","False","False","False","True","0","GET","404","39","1579","google","unknown","google__unknown"
"imageclassification_v1","nonrag","gpt","c","aws__rekognition_detectlabels","2","98.5","Amazon Rekognition â€” DetectLabels","https://docs.aws.amazon.com/rekognition/latest/dg/labels-detect-labels-image.html","https://rekognition.us-east-1.amazonaws.com","False","0.25","0.6","False","True","False","False","2025-10-28T22:26:22Z","0.345","True","False","False","False","True","0","GET","404","95","29","aws","unknown","aws__unknown"
"imageclassification_v1","nonrag","gpt","c","microsoft__azure-vision_detect-objects","3","97","Azure AI Vision â€” Detect Objects","https://learn.microsoft.com/azure/ai-services/computer-vision/concept-object-detection","https://your-resource.cognitiveservices.azure.com","False","0.25","0","False","True","False","False","2025-10-28T22:26:24Z","0.075","True","False","False","False","True","0","OPTIONS","ERR","1","","azure","unknown","azure__unknown"
"imageclassification_v1","nonrag","gpt","c","clarifai__general-image_recognition","4","93","Clarifai â€” General Image Recognition","https://docs.clarifai.com/resources/api-overview/api-outputs/","https://api.clarifai.com","False","0.25","0.48","False","True","False","False","2025-10-28T22:26:22Z","0.291","True","False","False","False","False","0","GET","405","104","91","unknown","image_classification","unknown__image_classification"
"imageclassification_v1","nonrag","gpt","c","huggingface__inference_image-classification","5","83.5","Hugging Face â€” Inference API (Image Classification)","https://huggingface.co/docs/api-inference/detailed_parameters#image-classification-task","https://api-inference.huggingface.co","False","0.25","0.8","False","True","False","False","2025-10-28T22:26:24Z","0.435","True","False","False","False","True","0","GET","401","109","22407","huggingface","image_classification","huggingface__image_classification"
"imageclassification_v1","nonrag","gpt","t","google__vision_labels","1","99.5","Google Cloud Vision â€” Label Detection","[https://cloud.google.com/vision/docs/labels](https://cloud.google.com/vision/docs/labels)","[https://vision.googleapis.com](https://vision.googleapis.com)","False","0.25","0","False","True","False","False","2025-10-28T22:26:24Z","0.075","True","False","False","False","False","0","OPTIONS","ERR","0","","google","unknown","google__unknown"
"imageclassification_v1","nonrag","gpt","t","aws__rekognition_labels","2","98.8","AWS Rekognition â€” DetectLabels","[https://docs.aws.amazon.com/rekognition/latest/dg/labels-detect-labels-image.html](https://docs.aws.amazon.com/rekognition/latest/dg/labels-detect-labels-image.html)","[https://rekognition.{region}.amazonaws.com](https://rekognition.{region}.amazonaws.com)","False","0.25","0","False","True","False","False","2025-10-28T22:26:22Z","0.075","True","False","False","False","True","0","OPTIONS","ERR","0","","aws","unknown","aws__unknown"
"imageclassification_v1","nonrag","gpt","t","azure__vision_tags","3","97.9","Azure AI Vision â€” Analyze (Tags)","[https://learn.microsoft.com/azure/ai-services/computer-vision/concept-tagging-images](https://learn.microsoft.com/azure/ai-services/computer-vision/concept-tagging-images)","https://{endpoint}.cognitiveservices.azure.com","False","0.25","0","False","True","False","False","2025-10-28T22:26:22Z","0.075","True","False","False","False","False","0","GET","ERR","0","","azure","unknown","azure__unknown"
"imageclassification_v1","nonrag","gpt","t","clarifai__general","4","96.8","Clarifai â€” General Image Recognition","[https://docs.clarifai.com/api-guide/predict/images](https://docs.clarifai.com/api-guide/predict/images)","[https://api.clarifai.com](https://api.clarifai.com)","False","0.25","0","False","True","False","False","2025-10-28T22:26:22Z","0.075","True","False","False","False","False","0","OPTIONS","ERR","0","","unknown","image_classification","unknown__image_classification"
"imageclassification_v1","nonrag","gpt","t","huggingface__inference_image","5","92.9","Hugging Face â€” Inference API (Image Classification)","[https://huggingface.co/docs/api-inference/detailed_parameters#image-classification](https://huggingface.co/docs/api-inference/detailed_parameters#image-classification)","[https://api-inference.huggingface.co](https://api-inference.huggingface.co)","False","0.25","0.8","False","True","False","False","2025-10-28T22:26:24Z","0.435","True","False","False","False","True","0","GET","ERR","0","","huggingface","image_classification","huggingface__image_classification"
"imageclassification_v1","nonrag","gpt","v","aws__rekognition_detectlabels","1","99.9","Amazon Rekognition â€” DetectLabels","https://docs.aws.amazon.com/rekognition/latest/APIReference/API_DetectLabels.html","https://rekognition.us-east-1.amazonaws.com","False","0.25","0.6","False","True","False","False","2025-10-28T22:26:22Z","0.345","True","False","False","False","True","0","GET","404","102","29","aws","unknown","aws__unknown"
"imageclassification_v1","nonrag","gpt","v","google__vision_labels_objects","2","99.5","Google Cloud Vision API â€” Labels & Object Localization","https://cloud.google.com/vision/docs/reference/rest/v1/AnnotateImageResponse","https://vision.googleapis.com/v1","False","0.25","0.6","False","True","False","False","2025-10-28T22:26:24Z","0.345","True","False","False","False","True","0","GET","404","32","1579","google","unknown","google__unknown"
"imageclassification_v1","nonrag","gpt","v","azure__vision_imageanalysis_v4","3","98.7","Azure AI Vision â€” Image Analysis 4.0 (tags & objects)","https://learn.microsoft.com/en-us/rest/api/computervision/image-analysis/analyze","https://example-endpoint.cognitiveservices.azure.com/computervision","False","0.25","0","False","True","False","False","2025-10-28T22:26:22Z","0.075","True","False","False","False","True","0","OPTIONS","ERR","1","","azure","unknown","azure__unknown"
"imageclassification_v1","nonrag","gpt","v","clarifai__general_image_recognition","4","91","Clarifai â€” General Image Recognition (Predict)","https://docs.clarifai.com/compute/inference/clarifai/api-legacy/","https://api.clarifai.com","False","0.25","0.48","False","True","False","False","2025-10-28T22:26:22Z","0.291","True","False","False","False","False","0","GET","405","92","91","unknown","image_classification","unknown__image_classification"
"imageclassification_v1","nonrag","gpt","v","huggingface__inference_image","5","89.6","Hugging Face â€” Inference API (image-classification/object-detection)","https://huggingface.co/docs/api-inference/index","https://api-inference.huggingface.co","False","0.25","0.8","False","True","False","False","2025-10-28T22:26:24Z","0.435","True","False","False","False","True","0","GET","401","109","22381","huggingface","unknown","huggingface__unknown"
"imageclassification_v1","nonrag","mistral","c","google__vision_label_detection","1","100","Google Cloud Vision Label Detection","https://cloud.google.com/vision/docs/request","https://vision.googleapis.com/v1","False","0.25","0.6","False","True","False","False","2025-10-28T22:26:24Z","0.345","True","False","False","False","True","0","GET","404","48","1579","google","unknown","google__unknown"
"imageclassification_v1","nonrag","mistral","c","clarifai__general_image_recognition","2","99.5","Clarifai General Image Recognition","https://docs.clarifai.com/api-guide/predict/images/","https://api.clarifai.com/v2","False","0.25","0.48","False","True","False","False","2025-10-28T22:26:22Z","0.291","True","False","False","False","False","0","GET","404","93","87","unknown","image_classification","unknown__image_classification"
"imageclassification_v1","nonrag","mistral","c","aws__rekognition_detect_labels","3","97.5","AWS Rekognition Detect Labels","https://docs.aws.amazon.com/rekognition/latest/dg/labels-detect-labels-image.html","https://rekognition.{region}.amazonaws.com","False","0.25","0.6","False","True","False","False","2025-10-28T22:26:22Z","0.345","True","False","False","False","True","0","GET","ERR","0","","aws","unknown","aws__unknown"
"imageclassification_v1","nonrag","mistral","c","microsoft__azure_computer_vision","4","97","Microsoft Azure Computer Vision","https://docs.microsoft.com/en-us/azure/cognitive-services/computer-vision/concept-tagging-image","https://{region}.api.cognitive.microsoft.com/vision/v3.2","False","0.25","0","False","True","False","False","2025-10-28T22:26:24Z","0.075","True","False","False","False","True","0","GET","ERR","0","","azure","unknown","azure__unknown"
"imageclassification_v1","nonrag","mistral","c","ibm__watson_visual_recognition","5","96.5","IBM Watson Visual Recognition","https://cloud.ibm.com/apidocs/visual-recognition/visual-recognition-v4","https://api.us-south.visual-recognition.watson.cloud.ibm.com/v4","False","0.25","0","False","True","False","False","2025-10-28T22:26:24Z","0.075","True","False","False","False","True","0","OPTIONS","ERR","0","","ibm","unknown","ibm__unknown"
"imageclassification_v1","nonrag","mistral","c","deepai__image_recognition","6","96","DeepAI Image Recognition","https://deepai.org/machine-learning-model/image-recognition","https://api.deepai.org/api","False","0.25","0.8","False","True","False","False","2025-10-28T22:26:23Z","0.435","True","False","False","False","True","0","GET","401","39","65","deepai","image_classification","deepai__image_classification"
"imageclassification_v1","nonrag","mistral","t","google-cloud-vision","1","95","Google Cloud Vision API","https://cloud.google.com/vision/docs","https://vision.googleapis.com","False","0.25","0.6","False","True","False","False","2025-10-28T22:26:23Z","0.345","True","False","False","False","True","0","GET","404","24","1579","google","unknown","google__unknown"
"imageclassification_v1","nonrag","mistral","t","amazon-rekognition","2","90","Amazon Rekognition","https://aws.amazon.com/rekognition/","https://rekognition.us-east-1.amazonaws.com","False","0.25","0.6","False","True","False","False","2025-10-28T22:26:22Z","0.345","True","False","False","False","True","0","GET","404","99","29","aws","unknown","aws__unknown"
"imageclassification_v1","nonrag","mistral","t","microsoft-azure-computer-vision","3","85","Microsoft Azure Computer Vision API","https://azure.microsoft.com/en-in/products/api-management/","https://api.cognitive.microsoft.com","False","0.25","0.6","False","True","False","False","2025-10-28T22:26:24Z","0.345","True","False","False","False","True","0","GET","404","56","56","azure","unknown","azure__unknown"
"imageclassification_v1","nonrag","mistral","t","ibm-watson-visual-recognition","4","80","IBM Watson Visual Recognition","https://mediacenter.ibm.com/media/IBM+Watson+Visual+Recognition/0_jbsmp6lq","https://api.us-south.visual-recognition.watson.cloud.ibm.com","False","0.25","0","False","True","False","False","2025-10-28T22:26:24Z","0.075","True","False","False","False","True","0","OPTIONS","ERR","0","","ibm","unknown","ibm__unknown"
"imageclassification_v1","nonrag","mistral","v","google__vision_classify","1","95","Google Cloud Vision API","https://cloud.google.com/vision/docs","https://vision.googleapis.com","False","0.25","0.6","False","True","False","False","2025-10-28T22:26:23Z","0.345","True","False","False","False","True","0","GET","404","23","1579","google","unknown","google__unknown"
