A_llm,A_var,B_llm,B_var,k,p,RBO,Spearman,KendallTau,AvgOverlap_k,Jaccard_k
deepseek,v,gemini,t,10,0.9,0.37083279885142845,0.9999999999999999,1.0,0.48579365079365083,1.0
deepseek,v,gemini,v,10,0.9,0.37083279885142845,0.9999999999999999,1.0,0.48579365079365083,1.0
deepseek,v,gpt,c,10,0.9,0.13541639942571423,-0.5,-0.33333333333333337,0.1928968253968254,0.3333333333333333
deepseek,v,gpt,t,10,0.9,0.23541639942571427,0.5,0.33333333333333337,0.2928968253968254,0.3333333333333333
deepseek,v,gpt,v,10,0.9,0.23541639942571427,0.9999999999999999,1.0,0.2928968253968254,0.5
deepseek,v,mistral,t,10,0.9,0.0,-0.8660254037844387,-0.816496580927726,0.0,0.0
deepseek,v,mistral,v,10,0.9,0.0,-0.8660254037844387,-0.816496580927726,0.0,0.0
gemini,c,gemini,t,10,0.9,0.23541639942571427,0.5,0.33333333333333337,0.2928968253968254,0.3333333333333333
gemini,c,gemini,v,10,0.9,0.23541639942571427,0.5,0.33333333333333337,0.2928968253968254,0.3333333333333333
gemini,c,gpt,c,10,0.9,0.13541639942571423,-0.5,-0.33333333333333337,0.1928968253968254,0.3333333333333333
gemini,c,gpt,t,10,0.9,0.23541639942571427,0.5,0.33333333333333337,0.2928968253968254,0.3333333333333333
gemini,c,gpt,v,10,0.9,0.23541639942571427,0.9999999999999999,1.0,0.2928968253968254,0.5
gemini,c,mistral,t,10,0.9,0.0,-0.8660254037844387,-0.816496580927726,0.0,0.0
gemini,c,mistral,v,10,0.9,0.0,-0.8660254037844387,-0.816496580927726,0.0,0.0
gemini,t,gemini,v,10,0.9,0.37083279885142845,0.9999999999999999,1.0,0.48579365079365083,1.0
gemini,t,gpt,c,10,0.9,0.13541639942571423,-0.5,-0.33333333333333337,0.1928968253968254,0.3333333333333333
gemini,t,gpt,t,10,0.9,0.23541639942571427,0.5,0.33333333333333337,0.2928968253968254,0.3333333333333333
gemini,t,gpt,v,10,0.9,0.23541639942571427,0.9999999999999999,1.0,0.2928968253968254,0.5
gemini,t,mistral,t,10,0.9,0.0,-0.8660254037844387,-0.816496580927726,0.0,0.0
gemini,t,mistral,v,10,0.9,0.0,-0.8660254037844387,-0.816496580927726,0.0,0.0
gemini,v,gpt,c,10,0.9,0.13541639942571423,-0.5,-0.33333333333333337,0.1928968253968254,0.3333333333333333
gemini,v,gpt,t,10,0.9,0.23541639942571427,0.5,0.33333333333333337,0.2928968253968254,0.3333333333333333
gemini,v,gpt,v,10,0.9,0.23541639942571427,0.9999999999999999,1.0,0.2928968253968254,0.5
gemini,v,mistral,t,10,0.9,0.0,-0.8660254037844387,-0.816496580927726,0.0,0.0
gemini,v,mistral,v,10,0.9,0.0,-0.8660254037844387,-0.816496580927726,0.0,0.0
gpt,c,gpt,t,10,0.9,0.27083279885142847,-0.9999999999999999,-1.0,0.3857936507936508,1.0
gpt,c,gpt,v,10,0.9,0.13541639942571423,-0.9999999999999999,-1.0,0.1928968253968254,0.5
gpt,c,mistral,t,10,0.9,0.0,-0.8660254037844387,-0.816496580927726,0.0,0.0
gpt,c,mistral,v,10,0.9,0.0,-0.8660254037844387,-0.816496580927726,0.0,0.0
gpt,t,gpt,v,10,0.9,0.23541639942571427,0.9999999999999999,1.0,0.2928968253968254,0.5
gpt,t,mistral,t,10,0.9,0.0,-0.8660254037844387,-0.816496580927726,0.0,0.0
gpt,t,mistral,v,10,0.9,0.0,-0.8660254037844387,-0.816496580927726,0.0,0.0
gpt,v,mistral,t,10,0.9,0.0,-0.9999999999999999,-1.0,0.0,0.0
gpt,v,mistral,v,10,0.9,0.0,-0.9999999999999999,-1.0,0.0,0.0
mistral,t,mistral,v,10,0.9,0.23541639942571427,,,0.2928968253968254,1.0
