"metric","kind","llm","variant","method","code","count","avg_ms","median_ms","p95_ms","avg_bytes","median_bytes","p95_bytes"
"endpoint_err_rate_core","endpoint","deepseek","c",,"ERR","148","10.9467455621302",,,,,
"endpoint_err_rate_all","endpoint","deepseek","c",,"ERR","824","40.6311637080868",,,,,
"err_breakdown","endpoint","deepseek","c",,"timeout","32",,,,,,
"err_breakdown","endpoint","deepseek","c",,"tls","8",,,,,,
"err_breakdown","endpoint","deepseek","c",,"other","784",,,,,,
"service_responsiveness_rate","overview","mistral","v",,,"111","1110",,,"10",,
"coverage","overview","mistral","v",,,"10",,,,"10","449","11"
"endpoint_err_rate_core","endpoint","mistral","v",,"ERR","338","18.7153931339978",,,,,
"endpoint_err_rate_all","endpoint","mistral","v",,"ERR","1241","45.8102620893319",,,,,
"err_breakdown","endpoint","mistral","v",,"timeout","34",,,,,,
"err_breakdown","endpoint","mistral","v",,"tls","18",,,,,,
"err_breakdown","endpoint","mistral","v",,"other","1189",,,,,,
"service_responsiveness_rate","overview","gemini","v",,,"111","1110",,,"10",,
"coverage","overview","gemini","v",,,"10",,,,"10","407","11"
"endpoint_err_rate_core","endpoint","gemini","v",,"ERR","353","20.6916764361079",,,,,
"endpoint_err_rate_all","endpoint","gemini","v",,"ERR","1206","47.1277842907386",,,,,
"err_breakdown","endpoint","gemini","v",,"timeout","10",,,,,,
"err_breakdown","endpoint","gemini","v",,"other","1196",,,,,,
"service_responsiveness_rate","overview","mistral","t",,,"97","970",,,"10",,
"coverage","overview","mistral","t",,,"10",,,,"10","488","10"
"endpoint_err_rate_core","endpoint","mistral","t",,"ERR","279","15.8703071672355",,,,,
"endpoint_err_rate_all","endpoint","mistral","t",,"ERR","1158","43.9135381114903",,,,,
"err_breakdown","endpoint","mistral","t",,"timeout","44",,,,,,
"err_breakdown","endpoint","mistral","t",,"tls","28",,,,,,
"err_breakdown","endpoint","mistral","t",,"other","1086",,,,,,
"service_responsiveness_rate","overview","gemini","c",,,"83","830",,,"10",,
"coverage","overview","gemini","c",,,"10",,,,"10","394","10"
"endpoint_err_rate_core","endpoint","gemini","c",,"ERR","198","14.1428571428571",,,,,
"endpoint_err_rate_all","endpoint","gemini","c",,"ERR","898","42.7619047619048",,,,,
"err_breakdown","endpoint","gemini","c",,"timeout","100",,,,,,
"err_breakdown","endpoint","gemini","c",,"other","798",,,,,,
"doc_size","docs","gpt","t",,,"468",,,,"673047","130400","4547533"
"doc_size","docs","claude","c",,,"520",,,,"896014","150826","5345795"
"doc_size","docs","deepseek","t",,,"443",,,,"564684","71063","4853413"
"doc_size","docs","claude","v",,,"522",,,,"840847","197083","5345795"
"doc_size","docs","gemini","t",,,"434",,,,"887954","264943","5345795"
"doc_size","docs","gpt","c",,,"540",,,,"694720","133390","4853421"
"doc_size","docs","mistral","c",,,"493",,,,"700252","196171","5345795"
"doc_size","docs","gpt","v",,,"498",,,,"687804","138397","3802068"
"doc_size","docs","claude","t",,,"503",,,,"902669","178470","5689028"
"doc_size","docs","deepseek","v",,,"476",,,,"642967","75689","5345795"
"doc_size","docs","deepseek","c",,,"480",,,,"496294","71063","2212319"
"doc_size","docs","mistral","v",,,"487",,,,"473056","155779","1872085"
"doc_size","docs","gemini","v",,,"495",,,,"561242","87740","4508293"
"doc_size","docs","mistral","t",,,"526",,,,"400124","164451","1417573"
"doc_size","docs","gemini","c",,,"453",,,,"633855","264638","2861105"
"http_status_count","docs","claude","v",,"404","47",,,,,,
"http_status_count","docs","gpt","v",,"422","6",,,,,,
"http_status_count","docs","claude","t",,"308","36",,,,,,
"http_status_count","docs","claude","v",,"401","11",,,,,,
"http_status_count","docs","gemini","c",,"200","394",,,,,,
"http_status_count","docs","gemini","c",,"ERR","55",,,,,,
"http_status_count","docs","deepseek","t",,"308","44",,,,,,
"http_status_count","docs","mistral","v",,"200","449",,,,,,
"http_status_count","docs","deepseek","v",,"308","56",,,,,,
"http_status_count","docs","gpt","v",,"308","43",,,,,,
"http_status_count","docs","claude","v",,"ERR","37",,,,,,
"http_status_count","docs","claude","t",,"ERR","42",,,,,,
"http_status_count","docs","deepseek","c",,"200","377",,,,,,
"http_status_count","docs","gemini","t",,"404","48",,,,,,
"http_status_count","docs","mistral","t",,"405","3",,,,,,
"http_status_count","docs","deepseek","v",,"404","69",,,,,,
"http_status_count","docs","gemini","t",,"403","22",,,,,,
"http_status_count","docs","gpt","t",,"ERR","81",,,,,,
"http_status_count","docs","claude","c",,"503","1",,,,,,
"http_status_count","docs","deepseek","c",,"404","65",,,,,,
"http_status_count","docs","mistral","t",,"404","21",,,,,,
"http_status_count","docs","mistral","c",,"200","452",,,,,,
"http_status_count","docs","claude","c",,"404","48",,,,,,
"http_status_count","docs","claude","t",,"200","423",,,,,,
"http_status_count","docs","gemini","v",,"403","18",,,,,,
"http_status_count","docs","mistral","v",,"429","2",,,,,,
"http_status_count","docs","gemini","t",,"308","36",,,,,,
"http_status_count","docs","gpt","c",,"ERR","62",,,,,,
"http_status_count","docs","gemini","t",,"200","366",,,,,,
"http_status_count","docs","mistral","t",,"ERR","28",,,,,,
"http_status_count","docs","mistral","v",,"308","25",,,,,,
"http_status_count","docs","gemini","v",,"200","407",,,,,,
"http_status_count","docs","mistral","c",,"308","24",,,,,,
"http_status_count","docs","gemini","v",,"308","33",,,,,,
"http_status_count","docs","claude","v",,"301","2",,,,,,
"http_status_count","docs","gpt","v",,"404","64",,,,,,
"http_status_count","docs","deepseek","t",,"200","351",,,,,,
"http_status_count","docs","mistral","c",,"ERR","36",,,,,,
"http_status_count","docs","gpt","t",,"404","49",,,,,,
"http_status_count","docs","gpt","c",,"308","36",,,,,,
"http_status_count","docs","gemini","v",,"ERR","69",,,,,,
"http_status_count","docs","mistral","t",,"403","17",,,,,,
"http_status_count","docs","deepseek","v",,"200","397",,,,,,
"http_status_count","docs","gpt","v",,"ERR","56",,,,,,
"http_status_count","docs","gemini","c",,"403","6",,,,,,
"http_status_count","docs","gemini","c",,"308","48",,,,,,
"http_status_count","docs","claude","v",,"200","458",,,,,,
"http_status_count","docs","claude","v",,"403","9",,,,,,
"http_status_count","docs","claude","t",,"403","9",,,,,,
"http_status_count","docs","deepseek","v",,"403","17",,,,,,
"http_status_count","docs","claude","c",,"200","454",,,,,,
"http_status_count","docs","deepseek","t",,"403","35",,,,,,
"http_status_count","docs","gpt","v",,"200","412",,,,,,
"http_status_count","docs","claude","v",,"308","36",,,,,,
"http_status_count","docs","mistral","t",,"308","13",,,,,,
"http_status_count","docs","gpt","t",,"200","420",,,,,,
"http_status_count","docs","mistral","v",,"403","10",,,,,,
"http_status_count","docs","mistral","v",,"404","54",,,,,,
"http_status_count","docs","deepseek","v",,"401","1",,,,,,
"http_status_count","docs","gpt","c",,"200","476",,,,,,
"http_status_count","docs","deepseek","c",,"308","45",,,,,,
"http_status_count","docs","mistral","v",,"ERR","52",,,,,,
"http_status_count","docs","mistral","c",,"404","43",,,,,,
"http_status_count","docs","deepseek","t",,"ERR","55",,,,,,
"http_status_count","docs","mistral","t",,"400","1",,,,,,
"http_status_count","docs","gpt","t",,"308","29",,,,,,
"http_status_count","docs","claude","c",,"ERR","34",,,,,,
"http_status_count","docs","gemini","c",,"422","5",,,,,,
"http_status_count","docs","gpt","c",,"403","11",,,,,,
"http_status_count","docs","gemini","v",,"404","72",,,,,,
"http_status_count","docs","deepseek","t",,"404","67",,,,,,
"http_status_count","docs","claude","c",,"308","36",,,,,,
"http_status_count","docs","mistral","c",,"429","1",,,,,,
"http_status_count","docs","gemini","c",,"404","53",,,,,,
"http_status_count","docs","deepseek","v",,"ERR","56",,,,,,
"http_status_count","docs","claude","t",,"401","4",,,,,,
"http_status_count","docs","mistral","c",,"403","8",,,,,,
"http_status_count","docs","claude","t",,"404","64",,,,,,
"http_status_count","docs","gpt","c",,"404","39",,,,,,
"http_status_count","docs","claude","c",,"403","8",,,,,,
"http_status_count","docs","deepseek","c",,"403","28",,,,,,
"http_status_count","docs","gpt","t",,"403","12",,,,,,
"http_status_count","docs","gemini","t",,"ERR","75",,,,,,
"http_status_count","docs","mistral","t",,"429","2",,,,,,
"http_status_count","docs","mistral","t",,"200","488",,,,,,
"http_status_count","docs","deepseek","c",,"ERR","43",,,,,,
"http_status_count","docs","gpt","v",,"403","30",,,,,,
"latency_perprobe","endpoint","mistral","v","HEAD","400","18","112","47","378",,,
"latency_perprobe","endpoint","deepseek","v","HEAD","503","1","563","563","563",,,
"latency_perprobe","endpoint","gpt","t","HEAD","500","16","186","204","407",,,
"latency_perprobe","endpoint","deepseek","c","GET","405","52","137","161","194",,,
"latency_perprobe","endpoint","claude","v","HEAD","ERR","114","1421","1","15022",,,
"latency_perprobe","endpoint","gemini","t","HEAD","429","2","34","27","40",,,
"latency_perprobe","endpoint","gpt","v","HEAD","200","52","332","209","1437",,,
"latency_perprobe","endpoint","deepseek","t","GET","ERR","108","1391","1","15011",,,
"latency_perprobe","endpoint","claude","v","GET","401","465","120","101","285",,,
"latency_perprobe","endpoint","gpt","v","GET","302","10","646","631","723",,,
"latency_perprobe","endpoint","deepseek","t","HEAD","401","171","250","168","711",,,
"latency_perprobe","endpoint","deepseek","c","GET","308","4","80","77","94",,,
"latency_perprobe","endpoint","gemini","v","GET","401","303","118","103","225",,,
"latency_perprobe","endpoint","claude","t","HEAD","401","324","178","167","502",,,
"latency_perprobe","endpoint","mistral","v","HEAD","401","135","147","92","484",,,
"latency_perprobe","endpoint","mistral","v","GET","503","8","71","65","90",,,
"latency_perprobe","endpoint","gpt","c","GET","405","29","86","88","143",,,
"latency_perprobe","endpoint","mistral","c","GET","400","28","225","199","512",,,
"latency_perprobe","endpoint","gemini","c","GET","401","313","129","102","277",,,
"latency_perprobe","endpoint","gpt","v","GET","401","463","135","118","283",,,
"latency_perprobe","endpoint","gemini","v","GET","415","5","63","54","103",,,
"latency_perprobe","endpoint","gpt","t","GET","403","38","298","260","549",,,
"latency_perprobe","endpoint","claude","c","HEAD","596","2","620","612","627",,,
"latency_perprobe","endpoint","gpt","c","HEAD","403","40","423","415","797",,,
"latency_perprobe","endpoint","claude","t","GET","401","490","133","106","291",,,
"latency_perprobe","endpoint","mistral","t","GET","404","256","126","108","292",,,
"latency_perprobe","endpoint","gpt","t","GET","500","1","199","199","199",,,
"latency_perprobe","endpoint","deepseek","c","HEAD","406","7","1957","1154","7702",,,
"latency_perprobe","endpoint","deepseek","v","HEAD","406","28","283","270","407",,,
"latency_perprobe","endpoint","gpt","v","HEAD","401","321","185","138","564",,,
"latency_perprobe","endpoint","gpt","c","GET","ERR","51","1473","1","15010",,,
"latency_perprobe","endpoint","claude","v","HEAD","500","5","50","42","92",,,
"latency_perprobe","endpoint","deepseek","t","HEAD","406","14","273","270","296",,,
"latency_perprobe","endpoint","claude","c","HEAD","503","3","183","184","189",,,
"latency_perprobe","endpoint","mistral","v","HEAD","500","13","59","54","83",,,
"latency_perprobe","endpoint","deepseek","v","GET","400","40","163","172","307",,,
"latency_perprobe","endpoint","claude","c","GET","405","28","114","94","210",,,
"latency_perprobe","endpoint","gpt","c","HEAD","400","7","237","110","789",,,
"latency_perprobe","endpoint","claude","v","HEAD","302","4","624","616","659",,,
"latency_perprobe","endpoint","gpt","t","HEAD","400","41","229","120","613",,,
"latency_perprobe","endpoint","gpt","c","GET","200","43","309","93","1421",,,
"latency_perprobe","endpoint","gemini","v","HEAD","415","5","58","53","97",,,
"latency_perprobe","endpoint","deepseek","v","HEAD","ERR","177","1628","1","15010",,,
"latency_perprobe","endpoint","mistral","v","HEAD","302","22","679","651","733",,,
"latency_perprobe","endpoint","gemini","c","HEAD","400","5","71","61","143",,,
"latency_perprobe","endpoint","deepseek","v","HEAD","405","94","116","90","269",,,
"latency_perprobe","endpoint","claude","c","HEAD","ERR","101","1204","1","15007",,,
"latency_perprobe","endpoint","gemini","v","HEAD","503","1","570","570","570",,,
"latency_perprobe","endpoint","mistral","c","GET","500","13","110","89","258",,,
"latency_perprobe","endpoint","mistral","t","HEAD","500","13","582","61","6781",,,
"latency_perprobe","endpoint","gpt","v","HEAD","400","39","226","114","640",,,
"latency_perprobe","endpoint","deepseek","v","HEAD","308","4","51","32","82",,,
"latency_perprobe","endpoint","claude","t","GET","405","32","98","94","147",,,
"latency_perprobe","endpoint","mistral","t","GET","200","60","211","259","394",,,
"latency_perprobe","endpoint","deepseek","t","GET","401","289","139","104","347",,,
"latency_perprobe","endpoint","deepseek","v","GET","200","56","124","90","296",,,
"latency_perprobe","endpoint","mistral","v","OPTIONS","ERR","903","1","0","1",,,
"latency_perprobe","endpoint","deepseek","t","HEAD","500","4","46","40","65",,,
"latency_perprobe","endpoint","gemini","t","HEAD","ERR","96","1583","1","15034",,,
"latency_perprobe","endpoint","claude","v","HEAD","401","296","165","102","347",,,
"latency_perprobe","endpoint","gemini","v","HEAD","ERR","175","417","1","144",,,
"latency_perprobe","endpoint","gpt","t","HEAD","401","279","162","150","411",,,
"latency_perprobe","endpoint","gemini","c","HEAD","500","7","254","248","301",,,
"latency_perprobe","endpoint","gpt","c","HEAD","429","4","40","32","49",,,
"latency_perprobe","endpoint","mistral","v","HEAD","200","33","213","115","547",,,
"latency_perprobe","endpoint","claude","c","HEAD","403","25","270","259","374",,,
"latency_perprobe","endpoint","deepseek","t","GET","429","8","37","38","44",,,
"latency_perprobe","endpoint","gpt","c","HEAD","500","1","209","209","209",,,
"latency_perprobe","endpoint","mistral","c","HEAD","404","192","189","120","445",,,
"latency_perprobe","endpoint","claude","c","GET","200","79","255","96","500",,,
"latency_perprobe","endpoint","claude","v","GET","404","271","116","98","263",,,
"latency_perprobe","endpoint","deepseek","c","HEAD","400","26","420","506","737",,,
"latency_perprobe","endpoint","mistral","v","GET","404","305","137","103","302",,,
"latency_perprobe","endpoint","deepseek","v","GET","404","221","129","101","278",,,
"latency_perprobe","endpoint","gemini","v","HEAD","403","67","298","246","860",,,
"latency_perprobe","endpoint","gpt","t","GET","405","52","101","79","294",,,
"latency_perprobe","endpoint","mistral","t","HEAD","429","24","267","371","435",,,
"latency_perprobe","endpoint","mistral","v","GET","308","4","78","71","94",,,
"latency_perprobe","endpoint","deepseek","c","HEAD","302","4","679","607","873",,,
"latency_perprobe","endpoint","deepseek","t","GET","405","34","130","112","199",,,
"latency_perprobe","endpoint","claude","v","HEAD","400","6","103","48","289",,,
"latency_perprobe","endpoint","gpt","v","HEAD","500","1","199","199","199",,,
"latency_perprobe","endpoint","claude","t","HEAD","200","42","135","78","587",,,
"latency_perprobe","endpoint","mistral","c","HEAD","403","28","220","215","323",,,
"latency_perprobe","endpoint","claude","t","OPTIONS","ERR","1067","1","0","1",,,
"latency_perprobe","endpoint","deepseek","t","HEAD","400","15","124","97","188",,,
"latency_perprobe","endpoint","mistral","v","HEAD","403","71","252","223","435",,,
"latency_perprobe","endpoint","mistral","t","HEAD","422","5","197","164","257",,,
"latency_perprobe","endpoint","mistral","v","GET","302","22","648","638","725",,,
"latency_perprobe","endpoint","gemini","t","GET","403","8","251","229","312",,,
"latency_perprobe","endpoint","gpt","v","GET","403","51","380","392","703",,,
"latency_perprobe","endpoint","gpt","t","GET","429","18","37","31","66",,,
"latency_perprobe","endpoint","deepseek","c","HEAD","308","4","60","31","110",,,
"latency_perprobe","endpoint","gpt","c","HEAD","200","38","362","196","1329",,,
"latency_perprobe","endpoint","mistral","t","HEAD","405","48","144","99","358",,,
"latency_perprobe","endpoint","claude","t","HEAD","ERR","164","581","1","199",,,
"latency_perprobe","endpoint","gpt","t","HEAD","429","4","34","35","39",,,
"latency_perprobe","endpoint","deepseek","v","GET","429","15","39","39","70",,,
"latency_perprobe","endpoint","gpt","v","HEAD","403","64","398","305","937",,,
"latency_perprobe","endpoint","gemini","c","GET","200","53","167","96","380",,,
"latency_perprobe","endpoint","deepseek","v","HEAD","404","277","137","105","328",,,
"latency_perprobe","endpoint","gpt","t","HEAD","302","4","596","590","613",,,
"latency_perprobe","endpoint","mistral","t","GET","ERR","151","2149","2","15009",,,
"latency_perprobe","endpoint","claude","v","GET","503","15","75","73","110",,,
"latency_perprobe","endpoint","claude","t","HEAD","405","119","153","94","720",,,
"latency_perprobe","endpoint","gpt","c","GET","401","446","138","114","282",,,
"latency_perprobe","endpoint","claude","c","HEAD","302","4","617","598","650",,,
"latency_perprobe","endpoint","gemini","c","OPTIONS","ERR","700","1","1","1",,,
"latency_perprobe","endpoint","gemini","v","GET","400","25","129","98","227",,,
"latency_perprobe","endpoint","gemini","v","HEAD","429","8","32","33","35",,,
"latency_perprobe","endpoint","gemini","c","HEAD","401","237","245","167","696",,,
"latency_perprobe","endpoint","gemini","t","HEAD","400","1","29","29","29",,,
"latency_perprobe","endpoint","mistral","c","OPTIONS","ERR","712","1","1","1",,,
"latency_perprobe","endpoint","deepseek","t","GET","502","1","99","99","99",,,
"latency_perprobe","endpoint","mistral","t","HEAD","302","10","646","648","722",,,
"latency_perprobe","endpoint","claude","t","HEAD","429","14","32","32","42",,,
"latency_perprobe","endpoint","claude","t","HEAD","404","326","176","118","446",,,
"latency_perprobe","endpoint","mistral","v","HEAD","503","8","67","63","89",,,
"latency_perprobe","endpoint","claude","c","GET","ERR","103","1176","1","15011",,,
"latency_perprobe","endpoint","mistral","t","GET","500","13","75","61","154",,,
"latency_perprobe","endpoint","gemini","v","GET","200","68","195","101","363",,,
"latency_perprobe","endpoint","claude","c","GET","404","198","110","93","222",,,
"latency_perprobe","endpoint","claude","c","GET","503","3","174","174","177",,,
"latency_perprobe","endpoint","gemini","c","HEAD","302","5","668","639","771",,,
"latency_perprobe","endpoint","gemini","t","GET","503","1","215","215","215",,,
"latency_perprobe","endpoint","deepseek","c","GET","400","35","114","106","192",,,
"latency_perprobe","endpoint","gpt","v","GET","503","4","190","185","201",,,
"latency_perprobe","endpoint","deepseek","t","GET","403","28","375","276","692",,,
"latency_perprobe","endpoint","gemini","v","OPTIONS","ERR","853","1","1","1",,,
"latency_perprobe","endpoint","gpt","c","HEAD","ERR","51","1509","30","15096",,,
"latency_perprobe","endpoint","deepseek","v","HEAD","401","193","186","119","571",,,
"latency_perprobe","endpoint","gpt","v","GET","429","24","36","34","52",,,
"latency_perprobe","endpoint","gemini","v","GET","308","4","80","80","83",,,
"latency_perprobe","endpoint","gemini","c","GET","429","75","40","35","78",,,
"latency_perprobe","endpoint","gemini","v","GET","202","2","56","41","72",,,
"latency_perprobe","endpoint","claude","c","HEAD","401","225","224","171","533",,,
"latency_perprobe","endpoint","gpt","t","GET","ERR","164","434","1","204",,,
"latency_perprobe","endpoint","deepseek","c","OPTIONS","ERR","676","1","1","1",,,
"latency_perprobe","endpoint","gemini","t","HEAD","404","182","184","166","390",,,
"latency_perprobe","endpoint","mistral","t","HEAD","403","65","221","202","389",,,
"latency_perprobe","endpoint","gpt","c","OPTIONS","ERR","865","0","0","1",,,
"latency_perprobe","endpoint","gemini","t","HEAD","500","2","786","769","804",,,
"latency_perprobe","endpoint","claude","c","HEAD","429","2","30","29","31",,,
"latency_perprobe","endpoint","gemini","t","HEAD","401","221","210","173","476",,,
"latency_perprobe","endpoint","deepseek","t","GET","400","20","140","116","200",,,
"latency_perprobe","endpoint","mistral","c","GET","404","129","107","89","240",,,
"latency_perprobe","endpoint","gemini","v","HEAD","401","203","148","136","296",,,
"latency_perprobe","endpoint","gemini","v","HEAD","404","248","155","119","339",,,
"latency_perprobe","endpoint","gpt","c","HEAD","405","81","294","246","782",,,
"latency_perprobe","endpoint","gemini","t","HEAD","200","57","388","122","1157",,,
"latency_perprobe","endpoint","claude","c","GET","403","12","173","228","289",,,
"latency_perprobe","endpoint","mistral","t","GET","422","5","187","170","235",,,
"latency_perprobe","endpoint","mistral","t","GET","400","30","119","102","214",,,
"latency_perprobe","endpoint","mistral","c","HEAD","405","46","162","106","499",,,
"latency_perprobe","endpoint","mistral","v","GET","ERR","170","1370","1","15005",,,
"latency_perprobe","endpoint","deepseek","c","HEAD","403","44","449","286","1115",,,
"latency_perprobe","endpoint","mistral","t","OPTIONS","ERR","879","1","0","1",,,
"latency_perprobe","endpoint","deepseek","v","GET","403","51","755","257","5009",,,
"latency_perprobe","endpoint","mistral","v","GET","405","12","101","97","173",,,
"latency_perprobe","endpoint","deepseek","v","GET","405","40","125","95","208",,,
"latency_perprobe","endpoint","claude","v","HEAD","404","400","152","103","447",,,
"latency_perprobe","endpoint","claude","v","GET","500","1","177","177","177",,,
"latency_perprobe","endpoint","gemini","c","HEAD","429","2","30","27","34",,,
"latency_perprobe","endpoint","gpt","c","HEAD","404","240","272","181","834",,,
"latency_perprobe","endpoint","deepseek","t","GET","404","152","121","95","280",,,
"latency_perprobe","endpoint","gpt","v","HEAD","405","81","138","103","355",,,
"latency_perprobe","endpoint","claude","t","GET","400","26","159","178","195",,,
"latency_perprobe","endpoint","gemini","v","GET","403","50","269","241","676",,,
"latency_perprobe","endpoint","deepseek","c","HEAD","ERR","74","3172","75","15011",,,
"latency_perprobe","endpoint","gpt","c","GET","403","35","294","244","574",,,
"latency_perprobe","endpoint","deepseek","t","GET","200","48","275","94","332",,,
"latency_perprobe","endpoint","gpt","t","HEAD","ERR","160","450","1","160",,,
"latency_perprobe","endpoint","gemini","c","GET","403","12","350","322","484",,,
"latency_perprobe","endpoint","gemini","t","GET","400","3","45","48","62",,,
"latency_perprobe","endpoint","mistral","t","HEAD","ERR","128","2366","83","15020",,,
"latency_perprobe","endpoint","claude","t","GET","429","48","38","34","60",,,
"latency_perprobe","endpoint","gpt","t","GET","401","421","123","103","277",,,
"latency_perprobe","endpoint","gemini","v","HEAD","308","4","45","34","68",,,
"latency_perprobe","endpoint","gemini","v","HEAD","400","20","147","175","256",,,
"latency_perprobe","endpoint","claude","t","GET","403","15","276","263","546",,,
"latency_perprobe","endpoint","gemini","v","HEAD","202","2","36","33","39",,,
"latency_perprobe","endpoint","mistral","t","HEAD","404","373","259","163","915",,,
"latency_perprobe","endpoint","claude","v","HEAD","503","15","65","70","93",,,
"latency_perprobe","endpoint","deepseek","v","GET","302","31","669","671","742",,,
"latency_perprobe","endpoint","mistral","t","GET","401","281","109","97","211",,,
"latency_perprobe","endpoint","claude","v","OPTIONS","ERR","1096","1","0","1",,,
"latency_perprobe","endpoint","deepseek","v","HEAD","400","37","300","195","828",,,
"latency_perprobe","endpoint","gpt","v","HEAD","404","306","153","107","426",,,
"latency_perprobe","endpoint","gemini","t","GET","429","51","39","35","73",,,
"latency_perprobe","endpoint","gpt","v","HEAD","429","10","71","35","317",,,
"latency_perprobe","endpoint","mistral","t","HEAD","200","34","240","109","738",,,
"latency_perprobe","endpoint","deepseek","t","HEAD","403","60","270","224","670",,,
"latency_perprobe","endpoint","deepseek","v","GET","401","337","122","101","277",,,
"latency_perprobe","endpoint","deepseek","v","HEAD","500","12","96","101","138",,,
"latency_perprobe","endpoint","mistral","t","HEAD","400","18","340","310","603",,,
"latency_perprobe","endpoint","deepseek","v","HEAD","429","4","42","34","64",,,
"latency_perprobe","endpoint","deepseek","v","HEAD","302","31","817","702","1172",,,
