"query","mode","llm","variant","service_id","rank","relevance_pct","name","docs_url","api_base","ifs","support_verified","fca","error_handling_verified","auth_verified","reliability_verified","versioning_verified","scored_utc","sdas","pricing_verified","constraints_verified","code_samples_verified","ssi","integration_support_verified","required_keys_verified","best_probe_method","best_probe_status","best_probe_latency_ms","best_probe_bytes"
"health_v1","nonrag","claude","t","usda-fooddata","4","92","USDA FoodData Central API","https://fdc.nal.usda.gov/api-guide.html","https://api.nal.usda.gov","0.25","False","0.8","False","True","False","False","2025-10-28T22:22:16Z","0.435","True","False","False","0","False","True","GET","403","86","-1"
"health_v1","nonrag","claude","t","api-ninjas-nutrition","5","89.5","API Ninjas Nutrition API","https://api-ninjas.com/api/nutrition","https://api.api-ninjas.com","0.25","False","0.48","False","True","False","False","2025-10-28T22:22:12Z","0.291","True","False","False","0","False","False","GET","400","92","29"
"health_v1","nonrag","claude","t","exercisedb-api","6","87","ExerciseDB API","https://rapidapi.com/justin-WFnsXH_t6/api/exercisedb","https://exercisedb.p.rapidapi.com","0.25","False","0.48","False","True","False","False","2025-10-28T22:22:13Z","0.291","True","False","False","0","False","False","GET","429","28","-1"
"health_v1","nonrag","claude","t","spoonacular-nutrition","7","84.5","Spoonacular Nutrition API","https://spoonacular.com/food-api/docs","https://api.spoonacular.com","0.25","False","0.48","False","True","False","False","2025-10-28T22:22:16Z","0.291","True","False","False","0","False","False","GET","404","195","967"
"health_v1","nonrag","claude","t","nutritionvalue-api","8","82","Nutrition Value API (RapidAPI)","https://rapidapi.com/sprestaurant/api/nutritionvalue","https://nutritionvalue.p.rapidapi.com","0.25","False","0.48","False","True","False","False","2025-10-28T22:22:15Z","0.291","True","False","False","0","False","False","GET","429","56","-1"
"health_v1","nonrag","claude","t","wger-workout","9","79.5","wger Workout Manager API","https://wger.de/en/software/api","https://wger.de","0.25","False","1","False","True","False","False","2025-10-28T22:22:16Z","0.525","True","False","False","0","False","True","GET","200","326","5375"
"health_v1","nonrag","claude","t","calorieninjas","10","76","CalorieNinjas API","https://calorieninjas.com/api","https://api.calorieninjas.com","0.25","False","0.64","False","True","False","False","2025-10-28T22:22:13Z","0.363","True","False","False","0","False","False","GET","403","84","23"
"health_v1","nonrag","claude","v","usda__fooddata_central","1","98","USDA FoodData Central API","https://fdc.nal.usda.gov/api-guide.html","https://api.nal.usda.gov","0.25","False","0.8","False","True","False","False","2025-10-28T22:22:16Z","0.435","True","False","False","0","False","True","GET","404","31","-1"
"health_v1","nonrag","claude","v","nutritionix__api","2","96.5","Nutritionix API","https://docs.nutritionix.com/","https://trackapi.nutritionix.com","0.25","False","0.64","False","True","False","False","2025-10-28T22:22:15Z","0.363","True","False","False","0","False","False","GET","404","84","150"
"health_v1","nonrag","claude","v","fitbit__web_api","3","94","Fitbit Web API","https://dev.fitbit.com/build/reference/web-api/","https://api.fitbit.com","0.25","False","0.64","False","True","False","False","2025-10-28T22:22:13Z","0.363","True","False","False","0","False","False","GET","401","56","-1"
"health_v1","nonrag","claude","v","myfitnesspal__api","4","91.5","MyFitnessPal API (via Partner Program)","https://www.myfitnesspal.com/api","https://api.myfitnesspal.com","0.25","False","0.6","False","True","False","False","2025-10-28T22:22:15Z","0.345","True","False","False","0","False","True","GET","404","107","107"
"health_v1","nonrag","claude","v","edamam__nutrition_api","5","88.5","Edamam Nutrition Analysis API","https://developer.edamam.com/edamam-nutrition-api","https://api.edamam.com","0.25","False","0.64","False","True","False","False","2025-10-28T22:22:13Z","0.363","True","False","False","0","False","False","GET","401","100","-1"
"health_v1","nonrag","claude","v","strava__athlete_api","6","85","Strava API","https://developers.strava.com/docs/reference/","https://www.strava.com","0.25","False","0.64","False","True","False","False","2025-10-28T22:22:16Z","0.363","True","False","False","0","False","False","GET","401","93","-1"
"health_v1","nonrag","claude","v","google_fit__rest_api","7","81.5","Google Fit REST API","https://developers.google.com/fit/rest/v1/reference","https://www.googleapis.com","0.25","False","0.8","False","True","False","False","2025-10-28T22:22:14Z","0.435","True","False","False","0","False","True","GET","404","68","1598"
"health_v1","nonrag","claude","v","apple_health__healthkit","8","78","Apple HealthKit (via Terra API)","https://docs.tryterra.co/reference","https://api.tryterra.co","0.25","False","0.64","False","True","False","False","2025-10-28T22:22:12Z","0.363","True","False","False","0","False","False","GET","401","200","26"
"health_v1","nonrag","claude","v","wger__workout_api","9","74.5","wger Workout Manager API","https://wger.de/en/software/api","https://wger.de","0.25","False","1","False","True","False","False","2025-10-28T22:22:16Z","0.525","True","False","False","0","False","True","GET","200","337","5386"
"health_v1","nonrag","claude","v","cronometer__api","10","71","Cronometer API","https://cronometer.com/api/","https://cronometer.com","0.25","False","0.48","False","True","False","False","2025-10-28T22:22:13Z","0.291","True","False","False","0","False","False","GET","405","85","1552"
"health_v1","nonrag","deepseek","c","nutritionix__nutrition_v2_search","1","99.5","Nutritionix API","https://developer.nutritionix.com/docs/v2","https://trackapi.nutritionix.com","0.25","False","0.48","False","True","False","False","2025-10-28T22:22:15Z","0.291","True","False","False","0","False","False","GET","404","85","159"
"health_v1","nonrag","deepseek","c","fatsecret__foods_search","2","98.2","FatSecret Platform API","https://platform.fatsecret.com/api/","https://platform.fatsecret.com/rest","0.25","False","0.8","False","True","False","False","2025-10-28T22:22:13Z","0.435","True","False","False","0","False","False","GET","200","88","334"
"health_v1","nonrag","deepseek","c","wger__exercise_search","3","96.8","wger Workout Manager API","https://wger.de/en/software/api","https://wger.de/api/v2","0.25","False","1","False","True","False","False","2025-10-28T22:22:16Z","0.525","True","False","False","0","False","True","GET","200","610","72667"
"health_v1","nonrag","deepseek","c","fitbit__activities_get","4","95.1","Fitbit Web API","https://dev.fitbit.com/build/reference/web-api/","https://api.fitbit.com","0.25","False","0.6","False","True","False","False","2025-10-28T22:22:13Z","0.345","True","False","False","0","False","True","GET","400","58","-1"
"health_v1","nonrag","deepseek","c","edamam__food_database","5","93.7","Edamam Food Database API","https://developer.edamam.com/food-database-api-docs","https://api.edamam.com","0.25","False","0.64","False","True","False","False","2025-10-28T22:22:13Z","0.363","True","False","False","0","False","False","GET","401","90","669"
"health_v1","nonrag","deepseek","c","strava__activities_get","6","91.4","Strava API","https://developers.strava.com/docs/reference/","https://www.strava.com/api/v3","0.25","False","0.8","False","True","False","False","2025-10-28T22:22:16Z","0.435","True","False","False","0","False","True","GET","401","93","-1"
"health_v1","nonrag","deepseek","c","openfoodfacts__product_search","7","89.2","Open Food Facts API","https://openfoodfacts.github.io/api-documentation/","https://world.openfoodfacts.org/api/v2","0.25","False","0.8","False","True","False","False","2025-10-28T22:22:15Z","0.435","True","False","False","0","False","False","GET","200","194","65"
"health_v1","nonrag","deepseek","c","ninjas__exercise_by_muscle","8","86.5","API Ninjas Exercise API","https://api-ninjas.com/api/exercises","https://api.api-ninjas.com/v1","0.25","False","0.48","False","True","False","False","2025-10-28T22:22:15Z","0.291","True","False","False","0","False","False","GET","400","91","29"
"health_v1","nonrag","deepseek","c","calorieninjas__nutrition_search","9","83.9","CalorieNinjas Nutrition API","https://calorieninjas.com/api","https://api.calorieninjas.com/v1","0.25","False","0.4","False","True","False","False","2025-10-28T22:22:13Z","0.255","True","False","False","0","False","False","GET","502","187","36"
"health_v1","nonrag","deepseek","c","withings__measure_getmeas","10","80.3","Withings API","https://developer.withings.com/api-reference","https://wbsapi.withings.net","0.25","False","1","False","True","False","False","2025-10-28T22:22:16Z","0.525","True","False","False","0","False","True","GET","200","160","41"
"health_v1","nonrag","deepseek","t","fatsecret","1","98.5","FatSecret Platform API","https://platform.fatsecret.com/api/","https://platform.fatsecret.com/rest/server.api","0.25","False","1","False","True","False","False","2025-10-28T22:22:13Z","0.525","True","False","False","0","False","True","GET","200","102","334"
"health_v1","nonrag","deepseek","t","nutritionix","2","96.2","Nutritionix API","https://developer.nutritionix.com/","https://trackapi.nutritionix.com/v2/","0.25","False","0.48","False","True","False","False","2025-10-28T22:22:15Z","0.291","True","False","False","0","False","False","GET","400","88","111"
"health_v1","nonrag","deepseek","t","wger","3","94.7","wger Workout Manager API","https://wger.de/en/software/api","https://wger.de/api/v2/","0.25","False","1","False","True","False","False","2025-10-28T22:22:16Z","0.525","True","False","False","0","False","True","GET","200","338","5375"
"health_v1","nonrag","deepseek","t","fitbit","4","92.3","Fitbit Web API","https://dev.fitbit.com/build/reference/web-api/","https://api.fitbit.com/1/","0.25","False","0.64","False","True","False","False","2025-10-28T22:22:13Z","0.363","True","False","False","0","False","False","GET","401","53","-1"
"health_v1","nonrag","deepseek","t","edamam","5","89.8","Edamam Nutrition Analysis API","https://developer.edamam.com/edamam-docs-nutrition-api","https://api.edamam.com/api/","0.25","False","0.64","False","True","False","False","2025-10-28T22:22:13Z","0.363","True","False","False","0","False","False","GET","401","85","-1"
"health_v1","nonrag","deepseek","t","openfoodfacts","6","87.4","Open Food Facts API","https://openfoodfacts.github.io/api-documentation/","https://world.openfoodfacts.org/api/v2/","0.25","False","0.8","False","True","False","False","2025-10-28T22:22:15Z","0.435","True","False","False","0","False","False","GET","200","166","65"
"health_v1","nonrag","deepseek","t","ninjas_exercise","7","85.1","API Ninjas Exercise API","https://api-ninjas.com/api/exercises","https://api.api-ninjas.com/v1/","0.25","False","0.48","False","True","False","False","2025-10-28T22:22:15Z","0.291","True","False","False","0","False","False","GET","400","101","29"
"health_v1","nonrag","deepseek","t","calorieninjas","8","82.6","CalorieNinjas Nutrition API","https://calorieninjas.com/api","https://api.calorieninjas.com/v1/","0.25","False","0.64","False","True","False","False","2025-10-28T22:22:13Z","0.363","True","False","False","0","False","False","GET","403","80","42"
"health_v1","nonrag","deepseek","t","ninjas_calories","9","79.3","API Ninjas Calories API","https://api-ninjas.com/api/caloriesburned","https://api.api-ninjas.com/v1/","0.25","False","0.48","False","True","False","False","2025-10-28T22:22:15Z","0.291","True","False","False","0","False","False","GET","400","104","29"
"health_v1","nonrag","deepseek","t","usda_fdc","10","76.8","USDA FoodData Central API","https://fdc.nal.usda.gov/api-guide.html","https://api.nal.usda.gov/fdc/v1/","0.25","False","0.8","False","True","False","False","2025-10-28T22:22:16Z","0.435","True","False","False","0","False","True","GET","403","86","-1"
"health_v1","nonrag","deepseek","v","fatsecret_platform","1","99.5","FatSecret Platform API","https://platform.fatsecret.com/api/","https://platform.fatsecret.com/rest/server.api","0.25","False","1","False","True","False","False","2025-10-28T22:22:13Z","0.525","True","False","False","0","False","True","GET","200","85","334"
"health_v1","nonrag","deepseek","v","usda_fooddata_central","2","98","USDA FoodData Central API","https://fdc.nal.usda.gov/api-guide.html","https://api.nal.usda.gov/fdc/v1","0.25","False","0.8","False","True","False","False","2025-10-28T22:22:16Z","0.435","True","False","False","0","False","True","GET","403","104","-1"
"health_v1","nonrag","deepseek","v","fitbit_api","3","96.5","Fitbit Web API","https://dev.fitbit.com/build/reference/web-api/","https://api.fitbit.com/1","0.25","False","0.8","False","True","False","False","2025-10-28T22:22:13Z","0.435","True","False","False","0","False","True","GET","401","53","-1"
"health_v1","nonrag","deepseek","v","nutritionix_api","4","94","Nutritionix API","https://developer.nutritionix.com/docs/v2","https://trackapi.nutritionix.com/v2","0.25","False","0.6","False","True","False","False","2025-10-28T22:22:15Z","0.345","True","False","False","0","False","True","GET","400","85","111"
"health_v1","nonrag","deepseek","v","edamam_food_database","5","91.5","Edamam Food Database API","https://developer.edamam.com/food-database-api-docs","https://api.edamam.com/api/food-database/v2","0.25","False","0.64","False","True","False","False","2025-10-28T22:22:13Z","0.363","True","False","False","0","False","False","GET","401","90","669"
"health_v1","nonrag","deepseek","v","strava_api","6","88","Strava API v3","https://developers.strava.com/docs/reference/","https://www.strava.com/api/v3","0.25","False","0.8","False","True","False","False","2025-10-28T22:22:16Z","0.435","True","False","False","0","False","True","GET","401","98","-1"
"health_v1","nonrag","deepseek","v","open_food_facts","7","85","Open Food Facts API","https://openfoodfacts.github.io/api-documentation/","https://world.openfoodfacts.org/api/v2","0.25","False","1","False","True","False","False","2025-10-28T22:22:15Z","0.525","True","False","False","0","False","True","GET","200","169","67"
"health_v1","nonrag","deepseek","v","apple_healthkit","8","81.5","Apple HealthKit REST API","https://developer.apple.com/documentation/healthkit","https://healthkit.apple.com/api/v1","0.25","False","0","False","True","False","False","2025-10-28T22:22:12Z","0.075","True","False","False","0","False","True","OPTIONS","ERR","0",
"health_v1","nonrag","deepseek","v","google_fit","9","78","Google Fitness REST API","https://developers.google.com/fit/rest-api","https://www.googleapis.com/fitness/v1","0.25","False","0.8","False","True","False","False","2025-10-28T22:22:14Z","0.435","True","False","False","0","False","True","GET","404","70","1598"
"health_v1","nonrag","deepseek","v","calorieninjas","10","75","CalorieNinjas API","https://calorieninjas.com/api","https://api.calorieninjas.com/v1","0.25","False","0.64","False","True","False","False","2025-10-28T22:22:13Z","0.363","True","False","False","0","False","False","GET","403","93","42"
"health_v1","nonrag","gemini","c","nutritionix__natural_nutrients_v2","1","100","Nutritionix API","https://docs.nutritionix.com/natural-language-guide","https://trackapi.nutritionix.com","0.25","False","0.48","False","True","False","False","2025-10-28T22:22:15Z","0.291","True","False","False","0","False","False","GET","404","91","159"
"health_v1","nonrag","gemini","c","usda__fooddata_central_search","2","98","USDA FoodData Central API","https://fdc.nal.usda.gov/api-guide.html","https://api.nal.usda.gov","0.25","False","0.64","False","True","False","False","2025-10-28T22:22:16Z","0.363","True","False","False","0","False","False","GET","403","94","-1"
"health_v1","nonrag","gemini","c","openfoodfacts__search","3","95","Open Food Facts API","https://openfoodfacts.github.io/openfoodfacts-server/api/","https://world.openfoodfacts.org","0.25","False","0.8","False","True","False","False","2025-10-28T22:22:15Z","0.435","True","False","False","0","False","False","GET","200","728","151823"
"health_v1","nonrag","gemini","c","edamam__nutrition_details","4","90","Edamam Nutrition Analysis API","https://developer.edamam.com/edamam-docs-nutrition-api","https://api.edamam.com","0.25","False","0.48","False","True","False","False","2025-10-28T22:22:13Z","0.291","True","False","False","0","False","False","GET","400","93","828"
"health_v1","nonrag","gemini","c","apininjas__nutrition_v1","5","90","API Ninjas Nutrition API","https://api-ninjas.com/api/nutrition","https://api.api-ninjas.com","0.25","False","0.48","False","True","False","False","2025-10-28T22:22:12Z","0.291","True","False","False","0","False","False","GET","400","84","29"
"health_v1","nonrag","gemini","c","google__fit_aggregate_v1","6","85","Google Fit REST API","https://developers.google.com/fit/rest/v1/reference/users/dataset/aggregate","https://www.googleapis.com","0.25","False","0.48","False","True","False","False","2025-10-28T22:22:14Z","0.291","True","False","False","0","False","False","GET","404","69","1598"
"health_v1","nonrag","gemini","c","fitbit__activities_v1","7","85","Fitbit API","https://dev.fitbit.com/build/reference/web-api/activity/","https://api.fitbit.com","0.25","False","0.64","False","True","False","False","2025-10-28T22:22:13Z","0.363","True","False","False","0","False","False","GET","400","53","-1"
"health_v1","nonrag","gemini","c","strava__activities_v3","8","80","Strava API","https://developers.strava.com/docs/reference/#api-Activities","https://www.strava.com","0.25","False","0.64","False","True","False","False","2025-10-28T22:22:16Z","0.363","True","False","False","0","False","False","GET","401","104","-1"
"health_v1","nonrag","gemini","c","withings__measure_v2","9","80","Withings Health API","https://developer.withings.com/api-reference#tag/measure","https://wbsapi.withings.net","0.25","False","0.8","False","True","False","False","2025-10-28T22:22:16Z","0.435","True","False","False","0","False","False","GET","200","160","41"
"health_v1","nonrag","gemini","c","humanapi__activities_v1","10","75","Human API","https://reference.humanapi.co/v2.0/reference/activities","https://api.humanapi.co","0.25","False","0.64","False","True","False","False","2025-10-28T22:22:14Z","0.363","True","False","False","0","False","False","GET","401","27","107"
"health_v1","nonrag","gemini","t","nutritionix_natural_language","1","100","Nutritionix API - Natural Language Nutrition","https://docs.nutritionix.com/natural-language","https://trackapi.nutritionix.com","0.25","False","0.48","False","True","False","False","2025-10-28T22:22:15Z","0.291","True","False","False","0","False","False","GET","404","86","158"
"health_v1","nonrag","gemini","t","google_fit_rest","2","98","Google Fit REST API","https://developers.google.com/fit/rest/v1/reference/users/dataset/aggregate","https://www.googleapis.com","0.25","False","0.64","False","True","False","False","2025-10-28T22:22:14Z","0.363","True","False","False","0","False","False","GET","401","69","-1"
"health_v1","nonrag","gemini","t","usda_fooddata_central","3","95","USDA FoodData Central API","https://fdc.nal.usda.gov/api-guide.html","https://api.nal.usda.gov","0.25","False","0.8","False","True","False","False","2025-10-28T22:22:16Z","0.435","True","False","False","0","False","True","GET","404","38","-1"
"health_v1","nonrag","gemini","t","wger_workout_manager","4","90","wger Workout Manager API","https://wger.de/api/v2/docs/","https://wger.de","0.25","False","0.8","False","True","False","False","2025-10-28T22:22:16Z","0.435","True","False","False","0","False","False","GET","200","718","72667"
"health_v1","nonrag","gemini","t","open_food_facts","5","90","Open Food Facts API","https://openfoodfacts.github.io/openfoodfacts-server/api/","https://world.openfoodfacts.org","0.25","False","1","False","True","False","False","2025-10-28T22:22:15Z","0.525","True","False","False","0","False","True","GET","200","178","65"
"health_v1","nonrag","gemini","t","health_graph","6","85","Health Graph (RunKeeper) API","https://runkeeper.com/developer/healthgraph/api","https://api.runkeeper.com","0.25","False","0.64","False","True","False","False","2025-10-28T22:22:14Z","0.363","True","False","False","0","False","False","GET","401","91","0"
"health_v1","nonrag","gemini","t","rapidapi_calorie_ninja","7","80","Calorie Ninja API (RapidAPI)","https://rapidapi.com/apininjas/api/calorieninjas","https://calorieninjas.p.rapidapi.com","0.25","False","0.48","False","True","False","False","2025-10-28T22:22:15Z","0.291","True","False","False","0","False","False","GET","429","35","-1"
"health_v1","nonrag","gemini","t","humanapi","8","75","Human API","https://reference.humanapi.co/v2.1/reference/summary","https://api.humanapi.co","0.25","False","0.64","False","True","False","False","2025-10-28T22:22:14Z","0.363","True","False","False","0","False","False","GET","401","28","107"
"health_v1","nonrag","gemini","t","validic","9","70","Validic API","https://docs.validic.com/api/#api-endpoints-fitness","https://api.validic.com","0.25","False","0.64","False","True","False","False","2025-10-28T22:22:16Z","0.363","True","False","False","0","False","False","GET","401","37","40"
"health_v1","nonrag","gemini","t","open_exercise_api_rapidapi","10","65","Open Exercise API (RapidAPI)","https://rapidapi.com/dvir-berman/api/open-exercise-api/","https://open-exercise-api.p.rapidapi.com","0.25","False","0.48","False","True","False","False","2025-10-28T22:22:15Z","0.291","True","False","False","0","False","False","GET","429","27","-1"
"health_v1","nonrag","gemini","v","terra__activity","1","100","Terra API Activity","https://docs.tryterra.co/reference/get-activity","https://api.tryterra.co","0.25","False","0.8","False","True","False","False","2025-10-28T22:22:16Z","0.435","True","False","False","0","False","True","GET","401","187","26"
"health_v1","nonrag","gemini","v","open_food_facts__product","2","100","Open Food Facts API","https://openfoodfacts.github.io/openfoodfacts-server/api/","https://world.openfoodfacts.org","0.25","False","1","False","True","False","False","2025-10-28T22:22:15Z","0.525","True","False","False","0","False","True","GET","200","181","65"
"health_v1","nonrag","gemini","v","usda__fooddata_central_search","3","95","USDA FoodData Central API","https://fdc.nal.usda.gov/api-guide.html","https://api.nal.usda.gov","0.25","False","0.64","False","True","False","False","2025-10-28T22:22:16Z","0.363","True","False","False","0","False","False","GET","403","93","-1"
"health_v1","nonrag","gemini","v","nutritionix__natural_nutrients","4","95","Nutritionix API v2 Natural Language","https://docs.nutritionix.com/natural-language","https://trackapi.nutritionix.com","0.25","False","0.6","False","True","False","False","2025-10-28T22:22:15Z","0.345","True","False","False","0","False","True","GET","404","85","158"
"health_v1","nonrag","gemini","v","google_fit__aggregate","5","90","Google Fit REST API Aggregate","https://developers.google.com/fit/rest/v1/reference/users/dataset/aggregate","https://www.googleapis.com","0.25","False","0.48","False","True","False","False","2025-10-28T22:22:14Z","0.291","True","False","False","0","False","False","GET","404","82","1598"
"health_v1","nonrag","gemini","v","fitbit__activity_timeseries","6","90","Fitbit API Activity Time Series","https://dev.fitbit.com/build/reference/web-api/activity/get-activity-time-series/","https://api.fitbit.com","0.25","False","0.64","False","True","False","False","2025-10-28T22:22:13Z","0.363","True","False","False","0","False","False","GET","401","57","-1"
"health_v1","nonrag","gemini","v","edamam__nutrition_analysis","7","90","Edamam Nutrition Analysis API","https://developer.edamam.com/edamam-docs-nutrition-api","https://api.edamam.com","0.25","False","0.8","False","True","False","False","2025-10-28T22:22:13Z","0.435","True","False","False","0","False","True","GET","400","87","828"
"health_v1","nonrag","gemini","v","api_ninjas__nutrition","8","90","API-Ninjas Nutrition API","https://api-ninjas.com/api/nutrition","https://api.api-ninjas.com","0.25","False","0.6","False","True","False","False","2025-10-28T22:22:12Z","0.345","True","False","False","0","False","True","GET","400","92","29"
"health_v1","nonrag","gemini","v","spoonacular__search_recipes_complex","9","85","Spoonacular API Recipe Search","https://spoonacular.com/food-api/docs#Search-Recipes-Complex","https://api.spoonacular.com","0.25","False","0.8","False","True","False","False","2025-10-28T22:22:16Z","0.435","True","False","False","0","False","True","GET","404","220","967"
"health_v1","nonrag","gemini","v","wger__exercise_info","10","80","Wger Workout Manager Exercise Info API","https://wger.de/api/v2/docs/","https://wger.de","0.25","False","1","False","True","False","False","2025-10-28T22:22:16Z","0.525","True","False","False","0","False","True","GET","200","328","5375"
"health_v1","nonrag","gpt","c","withings__v2_measure_activities","1","100","Withings â€” Measures & Activities (v2)","https://developer.withings.com/api-reference#operation/measure-getmeas","https://wbsapi.withings.net","0.25","False","1","False","True","False","False","2025-10-28T22:22:16Z","0.525","True","False","False","0","False","True","GET","200","159","41"
"health_v1","nonrag","gpt","c","terra__v2_daily_and_heartrate","2","98.5","Terra â€” Health & Fitness Data (v2)","https://docs.tryterra.co/reference/api-reference","https://api.tryterra.co","0.25","False","0.8","False","True","False","False","2025-10-28T22:22:16Z","0.435","True","False","False","0","False","True","GET","401","200","26"
"health_v1","nonrag","gpt","c","spoonacular__guess_nutrition","3","97","Spoonacular â€” Guess Nutrition by Dish Name","https://spoonacular.com/food-api/docs#Guess-Nutrition-by-Dish-Name","https://api.spoonacular.com","0.25","False","0.8","False","True","False","False","2025-10-28T22:22:16Z","0.435","True","False","False","0","False","True","GET","401","205","-1"
"health_v1","nonrag","gpt","c","fitness-calculator__burnedcalorie","4","95.5","Fitness Calculator (RapidAPI) â€” Burned Calorie","https://rapidapi.com/edamam/api/fitness-calculator/","https://fitness-calculator.p.rapidapi.com","0.25","False","0.6","False","True","False","False","2025-10-28T22:22:13Z","0.345","True","False","False","0","False","True","GET","429","42","-1"
"health_v1","nonrag","gpt","c","openfoodfacts__product_nutrition","5","93","OpenFoodFacts â€” Product Nutrition by Barcode or Search","https://wiki.openfoodfacts.org/API","https://world.openfoodfacts.org","0.25","False","1","False","True","False","False","2025-10-28T22:22:15Z","0.525","True","False","False","0","False","True","GET","200","178","65"
"health_v1","nonrag","gpt","c","nutritionix__natural_exercise","6","91","Nutritionix â€” Natural Language Exercise","https://developer.nutritionix.com/docs/v2","https://trackapi.nutritionix.com","0.25","False","0.6","False","True","False","False","2025-10-28T22:22:15Z","0.345","True","False","False","0","False","True","GET","404","92","158"
"health_v1","nonrag","gpt","c","ninjas__caloriesburned","7","88.5","API Ninjas â€” Calories Burned","https://api-ninjas.com/api/caloriesburned","https://api.api-ninjas.com","0.25","False","0.48","False","True","False","False","2025-10-28T22:22:15Z","0.291","True","False","False","0","False","False","GET","400","683","29"
"health_v1","nonrag","gpt","c","openfitness__bmi_bmr_tdee","8","86","Fitness Calculator (RapidAPI) â€” BMI/BMR/TDEE","https://rapidapi.com/edamam/api/fitness-calculator/","https://fitness-calculator.p.rapidapi.com","0.25","False","0.6","False","True","False","False","2025-10-28T22:22:15Z","0.345","True","False","False","0","False","True","GET","429","28","-1"
"health_v1","nonrag","gpt","c","caloriemama__food_recognition","9","83.5","Calorie Mama â€” Food Recognition (Nutrition)","https://developer.caloriemama.ai/","https://api-2445582032290.production.gw.apicast.io","0.25","False","0.8","False","True","False","False","2025-10-28T22:22:13Z","0.435","True","False","False","0","False","True","GET","401","93","-1"
